time,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13
3795,0,46,69,2,0,0,10,15,0,0,0,12,0
3796,0,26,37,0,0,0,84,0,0,0,0,3,0
3797,0,11,26,0,0,0,7,0,0,0,0,0,0
3798,0,57,47,0,0,0,59,0,0,0,0,0,2
3799,0,71,51,0,0,0,66,3,19,0,0,0,4
3800,0,26,44,0,0,0,22,17,7,0,0,0,0
3801,0,2,53,0,0,0,22,1,0,0,0,0,0
3802,0,19,90,0,0,0,73,13,0,0,0,0,0
3803,0,20,42,0,0,0,69,7,0,0,0,0,0
3804,0,5,64,0,0,0,6,23,0,0,0,0,0
3805,0,0,27,0,0,0,48,0,0,0,0,0,0
3806,0,13,14,0,0,0,2,0,0,0,0,0,0
3807,0,79,54,0,0,0,75,0,3,0,0,0,0
3808,0,48,22,0,20,0,16,4,0,0,0,0,0
3809,0,0,12,15,1,0,76,0,0,0,0,0,0
3810,0,25,7,13,13,0,54,0,0,0,0,6,0
3811,0,0,0,0,0,0,1,0,0,0,0,3,25
3812,0,63,5,0,0,0,28,0,0,0,0,0,0
3813,0,67,0,0,0,0,34,0,0,0,0,30,0
3814,0,14,0,0,0,0,54,0,0,0,1,0,0
3815,0,73,0,0,0,0,15,16,0,0,0,0,0
3816,0,91,0,0,1,0,9,0,0,0,0,0,0
3817,0,50,0,0,0,0,38,0,0,46,5,0,0
3818,0,14,0,0,2,0,12,0,0,0,0,0,0
3819,0,0,0,0,0,0,0,0,0,0,5,0,0
3820,22,37,0,0,0,0,0,0,0,0,0,0,36
3821,0,24,0,0,0,0,0,0,0,0,0,0,0
3822,0,37,0,0,0,0,34,0,0,0,0,0,0
3823,0,0,0,0,0,0,0,0,5,0,0,0,0
3824,31,0,0,0,4,0,0,0,2,0,0,0,0
3825,3,0,0,0,0,0,33,0,0,0,0,0,0
3826,13,36,0,0,0,0,0,0,0,0,0,0,0
3827,27,44,0,0,0,16,0,0,0,0,0,0,0
3828,8,55,0,0,0,0,0,0,0,0,0,0,0
3829,9,36,0,0,15,0,0,0,0,0,0,0,0
3830,46,0,0,0,8,0,0,0,0,0,0,0,0
3831,0,0,0,5,10,0,0,0,0,5,0,0,0
3832,23,0,0,0,0,0,0,0,0,0,0,0,0
3833,20,9,0,0,18,13,3,0,0,0,0,0,0
3834,1,35,0,1,0,0,0,0,0,0,0,55,0
3835,0,3,0,0,0,0,0,0,0,0,0,31,4
3836,8,27,0,0,0,0,0,0,0,4,0,26,0
3837,27,27,0,1,0,0,0,0,0,0,1,26,0
3838,34,22,0,4,7,5,0,0,0,0,0,30,0
3839,39,8,0,22,0,31,0,0,0,0,0,0,0
3840,72,41,0,5,0,19,0,0,0,0,0,27,0
3841,65,7,0,12,8,13,0,0,0,0,0,35,0
3842,106,15,0,39,0,0,20,0,0,0,0,46,0
3843,40,22,0,0,7,4,0,0,0,0,0,73,0
3844,80,17,0,0,12,25,0,0,0,0,0,74,0
3845,92,50,0,8,15,15,0,0,0,0,0,29,2
3846,57,39,0,12,0,0,0,0,0,0,15,21,8
3847,63,33,0,0,0,0,0,0,0,0,1,58,0
3848,34,49,0,39,0,0,0,0,1,2,13,25,0
3849,31,0,0,11,0,0,0,0,0,17,0,16,0
3850,6,0,0,27,0,0,0,0,18,6,0,0,0
3851,0,0,0,58,1,0,0,0,31,0,0,44,0
3852,23,0,0,38,3,0,0,0,0,0,0,0,0
3853,0,0,0,38,1,0,0,0,0,0,0,0,0
3854,0,0,0,40,1,7,0,0,0,1,0,6,25
3855,0,0,0,16,0,12,0,0,0,6,0,0,2
3856,0,0,0,1,0,23,0,0,0,25,0,0,5
3857,0,0,0,0,7,86,0,0,0,1,0,9,0
3858,0,0,0,0,3,8,0,0,0,2,0,44,0
3859,0,21,0,0,0,0,0,0,0,6,0,0,0
3860,0,21,0,0,8,0,0,0,0,0,0,0,0
3861,0,14,0,8,0,0,0,0,0,0,0,3,0
3862,0,0,0,0,0,0,0,0,0,0,13,0,0
3863,0,47,8,0,0,0,0,18,0,0,0,17,0
3864,0,22,0,0,19,0,0,0,0,0,0,0,0
3865,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,0,0,0,0,36,0,0,69,0,0,0,0,0
3867,0,0,0,0,0,0,0,54,0,0,0,0,0
3868,0,1,0,0,0,0,0,19,0,0,0,0,0
3869,0,0,0,0,0,18,0,0,0,0,0,1,0
3870,0,0,0,0,0,0,0,0,0,0,0,0,0
3871,0,0,0,9,0,0,0,0,0,0,0,7,0
3872,0,0,0,1,10,2,11,0,0,0,0,0,0
3873,0,30,0,0,8,0,3,0,0,0,0,0,0
3874,0,21,0,0,0,0,0,0,0,0,0,0,0
3875,0,0,0,0,0,0,0,0,0,6,0,0,0
3876,0,0,0,0,1,2,0,0,0,0,0,6,0
3877,0,0,0,0,0,0,2,0,0,0,0,0,0
3878,0,0,0,0,0,0,0,0,0,0,0,0,0
3879,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,0,0,0,0,13,0,0,0,11,0,11,0,0
3881,0,0,0,0,23,0,0,0,0,0,0,0,39
3882,0,0,0,11,9,8,0,0,1,0,6,0,5
3883,0,0,16,0,12,0,0,0,0,0,18,0,0
3884,4,0,0,35,28,0,0,0,0,0,59,0,0
3885,8,0,0,0,0,0,16,4,0,0,14,0,0
3886,5,17,0,0,13,0,0,0,0,1,46,0,0
3887,0,53,4,1,35,0,0,0,0,4,0,0,12
3888,0,9,0,0,33,0,8,0,0,0,31,0,25
3889,10,22,0,5,52,0,0,0,0,0,0,0,19
3890,1,77,0,6,93,0,16,10,0,7,12,0,37
3891,0,96,47,37,39,0,31,17,0,1,127,0,57
3892,17,57,51,5,4,0,21,0,0,6,72,0,51
3893,27,92,30,1,53,0,12,0,0,0,57,0,0
3894,0,73,11,4,108,0,8,0,0,0,105,0,17
3895,1,76,0,0,101,0,0,0,0,0,110,0,23
3896,0,12,58,0,70,0,1,0,0,0,59,0,84
3897,43,60,46,1,66,0,4,0,0,0,40,0,70
3898,68,24,78,0,87,0,0,0,0,6,0,0,80
3899,82,42,74,0,64,0,0,1,3,0,75,0,83
3900,50,41,36,0,87,0,0,8,0,0,80,0,69
3901,94,66,32,0,32,15,0,0,0,0,97,0,81
3902,12,27,45,10,82,0,0,2,0,0,54,0,59
3903,5,62,54,0,75,35,3,0,0,0,82,0,75
3904,1,42,0,0,59,0,1,4,0,0,48,26,0
3905,27,44,0,0,44,20,0,0,0,0,0,0,0
3906,73,60,18,0,46,14,0,0,0,0,0,7,0
3907,8,83,41,0,33,0,0,0,0,28,0,2,74
3908,39,63,51,0,47,3,0,12,0,64,0,0,105
3909,44,81,12,0,30,0,7,0,0,20,0,0,85
3910,0,50,25,0,25,0,0,0,0,44,0,0,84
3911,0,34,28,0,77,0,0,11,0,6,0,6,71
3912,0,5,12,0,78,0,0,0,0,53,0,0,62
3913,0,63,13,0,88,0,0,0,0,61,0,0,80
3914,0,88,2,0,62,0,10,0,0,36,0,0,102
3915,0,52,1,0,89,0,0,0,0,0,4,0,12
3916,0,58,0,10,106,0,1,0,0,36,0,0,80
3917,0,27,0,5,77,0,0,0,4,44,4,0,80
3918,0,28,0,0,77,0,0,1,18,32,18,0,17
3919,0,58,0,8,73,0,0,0,24,0,0,0,84
3920,0,40,0,1,95,0,0,0,0,30,0,0,41
3921,0,23,0,0,115,0,0,0,0,9,0,0,0
3922,21,46,0,0,76,0,0,0,8,0,0,0,0
3923,0,71,0,12,41,0,0,0,2,14,0,0,0
3924,0,91,12,0,69,0,0,0,6,42,0,0,28
3925,0,44,12,0,52,0,0,0,46,0,0,0,7
3926,0,27,2,16,85,0,0,0,32,8,0,0,24
3927,0,71,95,8,54,0,0,0,9,0,0,0,30
3928,0,58,32,2,90,0,0,0,3,0,0,0,12
3929,0,85,103,0,39,0,0,23,0,0,0,0,0
3930,0,49,0,0,81,22,0,0,1,0,0,0,8
3931,0,44,0,0,34,0,0,0,0,0,0,0,38
3932,0,46,7,0,0,0,0,0,0,0,0,0,0
3933,0,2,1,0,0,0,0,0,4,0,0,0,0
3934,0,77,63,0,0,0,0,2,13,0,0,0,0
3935,0,26,7,0,2,0,0,0,0,0,0,0,0
3936,0,39,39,0,0,0,2,0,0,0,0,0,0
3937,0,46,5,0,0,0,5,0,7,0,0,0,0
3938,0,34,17,7,0,8,0,13,12,0,0,0,0
3939,0,60,6,0,0,2,0,0,0,0,0,0,0
3940,0,20,3,0,0,0,0,0,0,0,0,0,51
3941,0,45,0,17,64,12,0,0,0,0,5,0,19
3942,0,58,0,3,21,0,0,0,0,0,0,0,0
3943,0,116,0,0,45,0,0,0,0,0,0,0,15
3944,0,62,0,0,105,13,2,0,0,0,0,0,8
3945,0,49,0,0,67,0,0,0,0,0,0,0,28
3946,0,0,0,0,54,0,0,0,0,0,0,0,9
3947,0,27,0,0,46,4,0,0,0,0,3,0,0
3948,0,59,0,0,11,0,0,0,2,0,17,0,0
3949,0,81,0,0,16,0,0,0,0,0,3,12,0
3950,0,48,0,0,3,0,0,12,0,0,0,14,0
3951,0,15,0,26,14,0,0,0,0,0,2,0,0
3952,0,38,0,0,23,0,0,0,0,0,2,0,0
3953,0,58,0,4,0,0,0,0,0,0,0,0,0
3954,0,56,0,6,8,0,0,0,0,0,0,0,0
3955,0,43,0,0,3,0,49,0,0,0,0,0,0
3956,0,102,0,1,0,0,6,0,0,0,0,0,0
3957,0,18,0,9,6,0,0,0,0,0,0,6,0
3958,0,55,0,1,0,0,0,0,0,0,0,2,0
3959,0,0,0,8,0,0,0,0,0,0,0,61,0
3960,0,0,0,13,0,0,0,0,0,0,0,0,0
3961,0,10,5,0,0,0,0,0,0,0,0,0,0
3962,0,0,19,3,0,0,0,0,0,11,0,0,0
3963,0,51,3,1,0,0,0,0,0,0,0,0,0
3964,0,33,0,0,0,0,6,0,0,0,0,0,0
3965,0,0,0,0,0,0,0,5,0,0,0,0,0
3966,0,0,0,7,0,0,0,4,0,0,0,0,0
3967,0,0,0,0,0,0,0,0,0,0,10,0,0
3968,0,0,0,2,0,0,20,7,0,0,2,0,0
3969,0,6,0,0,0,0,0,0,0,0,0,10,0
3970,0,10,0,3,0,0,0,0,0,12,0,15,0
3971,0,5,0,1,0,0,18,0,0,0,0,40,20
3972,0,42,0,2,0,9,24,0,0,0,0,0,73
3973,0,0,0,3,0,25,0,0,6,0,0,20,22
3974,0,0,0,28,0,1,8,0,0,0,0,0,59
3975,0,0,0,8,0,51,6,0,0,0,0,0,17
3976,0,0,0,2,0,0,0,0,0,0,0,0,0
3977,0,0,1,0,0,0,29,11,0,0,0,47,0
3978,7,29,11,2,0,14,0,0,0,0,0,44,3
3979,21,0,2,5,0,11,4,0,0,0,0,32,87
3980,0,0,0,51,1,73,0,0,0,0,0,1,110
3981,0,10,0,0,0,42,0,0,0,0,0,11,0
3982,0,62,53,26,0,78,0,0,4,0,0,44,53
3983,0,58,5,3,0,33,0,17,0,0,0,64,84
3984,0,20,3,23,0,70,0,25,0,0,0,16,82
3985,0,4,7,2,0,0,0,22,0,0,0,43,69
3986,0,22,55,0,0,32,0,26,0,0,0,40,57
3987,0,3,60,0,0,22,0,5,0,0,0,20,2
3988,0,3,43,0,0,0,0,17,0,0,0,58,0
3989,0,21,51,0,0,13,2,37,0,17,20,21,0
3990,0,62,51,45,0,41,0,84,22,16,0,56,0
3991,0,82,25,2,0,0,0,54,0,36,0,25,0
3992,0,0,61,0,0,31,0,47,0,14,0,42,0
3993,0,0,28,0,0,19,0,65,2,0,0,55,0
3994,0,0,48,0,0,28,0,30,0,0,0,32,0
3995,0,23,56,7,0,0,0,33,0,0,0,29,0
3996,0,18,75,0,7,0,0,1,0,0,0,10,0
3997,0,35,11,0,0,0,0,0,19,0,0,51,0
3998,0,39,10,17,0,0,0,1,44,0,0,5,0
3999,0,0,23,17,0,0,0,16,8,0,0,0,0
4000,0,0,0,2,0,0,0,11,6,0,0,0,0
4001,0,0,0,11,0,0,0,0,7,0,0,13,0
4002,0,0,0,0,5,0,0,0,12,0,0,5,0
4003,0,0,0,0,25,0,0,0,0,0,0,0,0
4004,0,0,0,18,0,0,0,13,0,0,0,0,0
4005,0,0,0,0,0,0,0,0,0,0,0,15,2
4006,0,30,0,0,0,0,0,0,0,0,20,0,3
4007,0,6,0,5,0,1,0,5,0,0,4,0,0
4008,0,0,0,0,0,0,0,0,0,8,10,3,0
4009,0,9,0,0,0,7,0,0,0,0,0,7,0
4010,0,21,0,0,0,7,0,3,0,0,19,61,13
4011,0,4,0,0,0,0,0,0,3,0,0,137.6513153,66
4012,0,0,0,0,0,4,0,23,37,3,6,0,0
4013,0,0,0,0,0,0,4,1,67,55,14,0,0
4014,0,0,0,0,0,5,1,0,89,85,122,19,0
4015,0,0,0,0,0,3,0,0,64,99,126,87,0
4016,0,0,0,0,0,0,0,0,89,92,123,93,0
4017,0,0,0,0,0,0,0,0,56,68,123,41,0
4018,0,0,0,0,0,0,0,0,67,86,122,51,0
4019,0,0,0,0,0,0,9,0,83,103,107,50,0
4020,0,0,0,0,0,0,0,0,26,80,79,70,13
4021,0,0,0,0,0,0,0,0,72,127,83,49,8
4022,0,0,0,0,0,0,0,4,81,80,72,50,32
4023,0,0,0,0,0,0,0,0,63,85,107,75,0
4024,0,0,0,8,0,0,0,0,76,74,24,23,0
4025,0,0,0,1,15,0,0,0,38,69,34,39,0
4026,0,0,0,0,28,0,6,0,36,55,84,29,0
4027,0,0,0,0,1,0,0,8,52,59,32,43,0
4028,0,0,0,0,0,0,0,0,72,94,50,35,0
4029,0,0,0,0,0,0,1,4,53,38,81,22,0
4030,0,0,6,0,10,0,47,0,58,36,104,35,0
4031,0,0,0,0,0,0,0,0,9,72,57,14,0
4032,0,0,0,0,0,0,0,0,80,62,43,72,0
4033,0,0,0,45,0,0,35,0,35,92,65,26,0
4034,8,0,8,15,0,0,17,0,75,80,54,16,0
4035,10,0,0,6,0,0,0,35,102,67,31,32,0
4036,4,0,10,0,0,0,43,15,39,75,61,52,0
4037,0,0,4,10,15,0,0,3,30,39,77,46,0
4038,0,0,41,62,0,0,0,11,55,63,43,34,19
4039,0,0,0,14,0,0,58,0,25,84,73,47,11
4040,0,0,3,0,0,0,6,0,36,111,77,18,12
4041,0,0,0,43,0,0,81,0,51,56,69,35,0
4042,17,0,0,27,1,0,93,0,30,81,40,63,47
4043,16,0,0,12,0,0,79,0,25,96,64,65,25
4044,0,0,0,22,0,0,90,0,50,74,70,79,88
4045,0,0,0,31,0,0,57,0,73,81,0,61,74
4046,0,0,0,0,0,21,15,0,55,74,42,34,108
4047,0,0,0,0,0,14,54,0,24,19,95,33,63
4048,7,0,0,49,0,5,79,0,90,71,41,35,10
4049,0,0,0,77,3,0,73,0,76,41,1,65,0
4050,0,0,0,66,0,0,67,0,37,79,80,71,0
4051,0,0,0,48,11,0,90,0,75,102,57,87,5
4052,0,0,0,66,0,0,55,0,51,102,52,80,41
4053,0,20,0,26,0,0,61,0,59,98,67,25,140.2836991
4054,55,43,0,57,0,19,42,0,63,39,35,40,104
4055,32,79,0,0,0,0,63,0,47,54,79,44,90
4056,9,0,0,9,1,0,14,0,60,0,73,40,98
4057,29,4,0,0,17,0,63,0,58,0,1,42,104
4058,35,0,25,0,42,0,6,0,50,54,37,15,64
4059,10,0,0,0,24,0,1,0,43,21,37,71,104
4060,38,0,0,7,0,0,4,0,74,21,17,30,76
4061,84,0,0,16,17,5,3,0,36,0,29,97,0
4062,2,19,0,0,35,0,56,0,52,0,67,87,52
4063,33,0,0,0,61,0,0,0,47,0,25,88,9
4064,49,0,0,0,80,0,0,0,81,0,29,53,9
4065,86,0,0,0,30,0,0,16,44,0,40,112,0
4066,101,0,0,0,0,0,0,0,64,0,25,39,0
4067,33,0,0,0,25,0,7,0,93,0,77,6,0
4068,75,0,0,0,104,0,0,0,72,144,7,60,0
4069,66,0,0,0,4,0,0,0,67,0,41,84,0
4070,50,0,0,0,104,0,0,0,81,0,89,1,0
4071,32,0,0,0,95,0,11,2,55,0,28,17,0
4072,2,2,0,0,35,0,0,56,51,0,0,38,0
4073,19,0,20,0,16,0,0,7,70,0,8,98,0
4074,0,3,25,0,33,18,0,19,103,0,18,1,0
4075,23,4,7,0,41,10,0,0,64,0,115,0,0
4076,6,2,1,17,0,0,0,59,53,0,39,62,0
4077,0,11,0,2,58,2,2,31,56,0,69,52,16
4078,0,36,13,0,33,0,0,33,116.8916258,0,43,65,0
4079,0,88,6,0,10,0,9,27,105,0,55,42,0
4080,0,40,29,0,37,0,0,83,85,0,31,54,0
4081,0,22,45,0,54,0,0,57,70,0,0,83,0
4082,0,30,65,0,60,0,8,54,55,0,20,69,0
4083,0,66,65,0,5,21,6,76,61,0,64,56,0
4084,0,68,66,0,5,0,4,74,9,13,43,53,0
4085,0,74,24,2,1,0,0,29,0,48,106,91,0
4086,0,42,0,1,17,0,0,11,44,47,75,83,0
4087,0,48,0,0,49,0,14,18,50,45,30,76,0
4088,0,75,14,0,0,0,0,0,60,21,11,42,0
4089,0,32,0,0,0,0,3,4,66,0,11,59,0
4090,0,91,2,0,0,0,0,64,73,5,82,87,0
4091,0,68,11,0,0,10,0,80,85,8,29,79,0
4092,0,118,0,0,0,0,0,68,54,8,1,58,0
4093,0,40,0,9,0,0,0,55,77,0,58,50,0
4094,0,70,0,0,0,0,0,84,38,0,8,38,0
4095,0,50,0,0,0,0,0,62,60,1,33,28,0
4096,0,21,0,0,0,0,0,27,79,3,92,57,0
4097,0,32,0,0,0,0,0,24,80,8,73,67,0
4098,14,18,0,0,0,0,0,50,100,0,51,102,0
4099,1,7,0,0,0,0,0,27,46,0,26,73,0
4100,10,0,0,0,0,0,0,0,59,11,92,50,16
4101,1,0,0,0,21,0,0,0,64,0,10,27,13
4102,7,43,0,0,0,0,0,9,33,0,5,9,0
4103,6,55,0,0,0,0,0,47,15,0,35,0,0
4104,0,12,11,0,0,0,0,25,83,0,85,69,0
4105,0,0,0,0,0,0,0,69,63,0,14,45,0
4106,0,0,0,0,0,0,0,12,25,0,74,18,0
4107,0,0,0,0,0,3,1,12,38,0,77,84,0
4108,0,0,0,0,0,0,13,27,71,0,52,80,0
4109,0,24,0,0,0,0,6,20,23,17,46,100,0
4110,0,110,0,0,0,10,0,17,48,0,28,34,0
4111,0,45,0,0,0,24,0,0,25,0,24,74,0
4112,0,3,0,0,2,10,0,0,6,0,11,87,0
4113,0,52,0,0,0,29,0,0,44,0,0,76,0
4114,0,30,0,0,0,15,0,0,72,7,37,25,0
4115,0,2,0,0,0,0,0,0,65,1,26,34,0
4116,0,0,4,0,0,0,1,0,22,0,44,68,0
4117,0,38,0,29,18,0,18,0,21,0,8,60,0
4118,0,13,0,16,63,5,0,0,19,0,20,47,0
4119,0,0,2,5,0,6,0,0,39,0,20,83,2
4120,0,0,13,0,20,56,0,0,13,0,55,64,79
4121,0,22,0,16,42,14,0,0,8,0,45,80,40
4122,0,0,0,6,12,2,0,17,53,0,44,34,0
4123,0,0,0,36,8,9,0,0,31,0,12,46,0
4124,0,0,2,33,30,0,0,5,24,0,103,11,0
4125,0,43,5,59,5,0,0,0,76,0,66,4,0
4126,0,11,2,94,18,0,0,0,17,0,69,43,0
4127,0,0,23,20,11,23,0,0,7,0,64,48,0
4128,0,0,21,29,14,16,0,12,63,0,38,19,0
4129,0,12,37,42,10,43,0,0,25,0,44,10,2
4130,0,67,26,52,0,96,0,2,47,0,101,10,12
4131,0,75,81,16,16,60,0,0,51,0,48,40,1
4132,3,56,17,12,9,83,0,0,61,0,19,12,66
4133,9,86,82,0,0,73,0,0,0,0,19,7,96
4134,6,46,6,16,0,15,0,0,32,6,18,8,75
4135,40,29,0,0,10,61,13,0,0,0,108,40,37
4136,0,63,0,0,0,70,0,0,0,0,122,14,50
4137,0,49,14,0,0,119,0,3,0,0,31,55,78
4138,9,99,1,20,48,82,0,14,0,0,32,53,53
4139,0,37,0,0,26,66,0,0,0,0,52,37,105
4140,0,50,0,0,80,98,0,0,0,0,56,57,48
4141,0,56,0,0,108,54,5,0,24,0,77,53,64
4142,0,12,0,3,63,67,0,2,0,0,106,24,69
4143,0,40,10,3,29,72,0,2,0,0,66,20,73
4144,1,7,0,11,31,124,0,2,1,0,24,30,71
4145,0,0,11,5,96,2,0,0,40,0,106,18,55
4146,5,0,26,24,124,19,0,5,0,0,119,24,68
4147,3,0,36,6,111,1,0,0,0,0,62,34,81
4148,0,0,0,38,100,35,0,0,0,0,25,20,18
4149,0,22,1,0,78,0,0,21,0,0,0,0,31
4150,1,1,0,0,5,0,0,9,0,0,64,0,89
4151,0,1,0,0,40,0,0,0,0,0,28,0,94
4152,0,5,0,0,81,0,34,0,3,0,74,0,85
4153,0,36,0,0,132,0,0,0,2,0,129,0,70
4154,0,51,10,0,92,17,0,0,0,0,34,13,71
4155,0,0,17,2,68,0,0,0,0,0,48,0,3
4156,0,0,0,4,87,0,0,0,0,10,47,0,19
4157,0,12,0,0,55,0,0,0,0,0,34,7,22
4158,0,0,27,17,126,0,0,0,0,0,53,0,57
4159,0,22,0,0,35,0,8,0,0,0,74,0,35
4160,0,0,34,0,38,0,19,0,0,0,15,0,34
4161,0,38,32,0,53,0,4,1,0,0,17,0,91
4162,0,45,21,3,108,0,7,0,0,0,53,0,92
4163,0,42,41,0,64,0,0,0,0,0,17,0,39
4164,0,49,40,0,74,0,1,0,0,0,30,0,70
4165,0,73,0,4,22,0,0,0,0,0,11,0,72
4166,0,69,13,0,53,0,0,0,0,0,53,0,55
4167,0,36,4,0,53,0,20,19,0,0,82,0,91
4168,0,77,0,11,36,0,13,18,0,0,12,0,43
4169,0,82,47,0,0,0,25,6,0,0,82,0,15
4170,5,59,79,0,71,0,57,2,0,0,57,0,43
4171,0,46,84,0,57,0,41,17,0,1,104,0,38
4172,18,54,48,0,39,0,22,0,0,0,39,0,70
4173,0,48,31,0,36,0,6,5,0,0,0,0,76
4174,0,113,3,0,0,0,24,23,0,0,0,0,58
4175,0,80,52,0,0,0,6,10,0,0,41,0,46
4176,0,0,12,0,0,0,32,22,0,0,0,0,96
4177,28,0,0,0,0,0,60,27,0,0,30,0,56
4178,61,1,0,0,0,0,6,55,0,0,52,0,33
4179,6,0,0,0,0,0,87,42,0,0,24,0,53
4180,4,0,0,0,0,0,107,0,0,24,14,0,23
4181,83,0,4,0,0,0,75,44,0,14,65,0,32
4182,109,0,0,0,0,0,67,60,0,26,0,0,19
4183,67,0,0,0,0,0,62,74,0,4,30,0,0
4184,37,0,0,0,0,0,14,52,0,93,9,0,28
4185,16,0,0,0,0,0,35,74,0,15,0,0,57
4186,27,0,0,5,0,0,58,30,0,8,0,0,4
4187,81,0,2,0,0,0,90,19,0,8,0,0,19
4188,95,0,0,0,0,0,35,43,0,54,0,0,25
4189,75,47,0,0,0,0,51,42,0,83,0,0,40
4190,103,25,2,12,0,0,20,42,0,111,0,0,19
4191,75,0,10,64,0,0,24,36,0,57,0,0,10
4192,82,11,0,21,0,0,69,18,0,99,0,0,0
4193,63,16,0,11,0,0,76,0,0,88,0,0,0
4194,71,0,0,6,0,0,59,25,0,63,0,0,0
4195,21,24,0,59,0,0,56,0,0,129,0,0,45
4196,0,0,0,2,0,10,49,0,0,36,0,0,39
4197,21,0,0,1,0,0,2,0,0,72,0,0,10
4198,0,29,0,19,0,0,74,0,0,110,0,0,0
4199,0,0,0,23,0,0,40,0,4,54,0,0,4
4200,0,36,2,74,0,0,49,0,5,104,0,0,53
4201,0,0,0,99,0,0,29,0,0,88,6,0,0
4202,0,0,11,0,0,0,10,0,15,50,25,0,0
4203,0,0,5,12,0,0,12,2,25,34,0,0,0
4204,0,0,0,0,0,4,0,0,7,65,0,0,0
4205,0,0,0,13,0,0,3,0,12,37,4,0,0
4206,0,0,0,123,0,0,5,3,0,66,0,0,0
4207,0,0,0,63,0,0,0,10,0,63,0,3,0
4208,0,0,0,85,0,0,0,1,0,0,9,45,0
4209,0,0,0,92,0,0,0,0,42,0,11,0,0
4210,0,0,0,62,0,0,0,10,0,65,3,94,0
4211,0,1,0,76,0,0,0,19,16,20,0,76,0
4212,0,0,0,21,0,0,0,0,4,18,0,102,0
4213,0,0,0,49,0,0,0,0,29,14,0,95,0
4214,0,0,0,21,0,0,0,6,11,1,0,17,15
4215,0,0,0,3,0,0,0,0,26,2,0,13,0
4216,0,0,0,37,0,0,0,4,51,2,1,0,29
4217,0,0,0,39,0,0,0,27,43,9,0,36,69
4218,0,0,0,0,0,0,4,0,46,24,0,86,99
4219,0,0,0,28,0,0,47,0,42,31,0,28,41
4220,0,0,0,0,28,0,0,0,5,0,0,11,27
4221,0,0,0,10,90,0,9,0,107,7,0,2,48
4222,0,0,0,0,45,0,0,0,76,6,0,65,58
4223,0,0,12,0,7,0,14,0,46,6,0,0,38
4224,0,8,1,0,0,0,5,0,86,0,0,33,78
4225,0,0,0,0,0,0,0,17,21,0,0,18,15
4226,0,0,0,0,0,0,0,10,29,0,0,0,3
4227,0,0,0,0,0,0,0,0,1,0,0,0,20
4228,0,0,0,6,0,4,0,0,11,0,12,0,1
4229,0,0,0,0,0,26,0,0,0,10,57,0,0
4230,0,0,0,0,1,0,0,0,3,14,61,8,0
4231,0,0,0,0,0,0,0,4,0,0,18,0,14
4232,0,0,7,0,5,0,0,0,0,0,0,0,71
4233,0,0,0,0,13,0,0,0,0,0,0,0,0
4234,0,0,0,3,0,0,2,0,6,0,0,0,23
4235,0,0,0,0,23,0,0,0,35,0,0,0,77
4236,0,0,0,4,27,5,0,0,12,0,0,0,39
4237,0,0,0,0,73,21,0,0,2,0,35,0,56
4238,0,0,9,0,58,61,0,0,0,0,140,0,65
4239,0,32,9,0,15,32,0,0,0,1,20,0,66
4240,0,42,2,0,4,3,0,0,0,0,6,0,52
4241,0,8,0,0,9,2,3,0,0,4,58,0,52
4242,0,0,0,0,10,67,0,0,0,0,79,0,70
4243,0,22,0,0,60,64,0,20,0,0,77,0,39
4244,0,16,0,0,11,47,0,20,0,0,51,0,36
4245,0,0,17,0,141,28,0,12,0,0,32,0,53
4246,0,0,48,0,72,26,0,19,0,0,40,0,35
4247,0,0,20,0,16,13,0,4,0,0,27,0,0
4248,0,0,32,0,0,0,0,42,0,9,9,0,44
4249,0,43,16,0,52,0,0,17,0,19,20,0,26
4250,0,29,39,0,23,0,0,0,0,0,21,0,37
4251,0,8,73,0,96,0,5,23,6,0,6,0,35
4252,0,0,41,0,142,0,0,75,2,0,21,0,40
4253,0,0,15,0,74,14,0,62,0,0,14,0,18
4254,0,6,0,0,72,6,15,78,0,0,15,0,79
4255,0,45,19,0,93,24,25,54,0,0,0,2,0
4256,3,39,0,0,89,1,0,14,0,0,1,2,37
4257,0,0,2,0,60,25,0,3,0,0,0,57,26
4258,3,0,31,0,54,0,0,0,0,0,0,7,77
4259,0,29,64,0,121,0,0,65,0,0,0,0,55
4260,6,37,85,0,66,3,7,32,0,0,0,0,59
4261,4,18,51,0,24,0,10,48,32,0,0,0,78
4262,0,30,35,0,115,0,0,2,0,0,0,0,24
4263,0,30,36,0,48,0,4,4,0,0,0,0,0
4264,14,53,0,0,23,0,4,0,0,0,0,0,20
4265,38,53,0,0,70,0,51,0,0,0,0,15,60
4266,7,0,0,0,36,0,0,0,0,0,0,50,1
4267,5,58,19,0,0,0,13,7,0,0,0,0,0
4268,37,77,0,0,68,4,19,5,0,6,0,0,39
4269,0,35,0,0,60,101,11,0,0,9,0,0,1
4270,0,85,0,9,103,0,14,10,0,20,0,0,30
4271,48,83,0,30,71,0,24,0,0,41,0,0,75
4272,51,75,0,3,96,0,15,0,0,17,0,0,68
4273,27,60,0,12,60,0,19,0,0,0,0,0,65
4274,36,13,0,0,32,0,0,0,0,32,0,0,111
