time,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13
1,46,20,0,39,3,0,1,13,24,0,0,0,0
2,0,30,0,70,38,24,0,6,74,0,0,6,0
3,0,26,0,1,0,6,17,22,7,9,0,0,0
4,0,19,0,56,18,14,26,24,32,0,0,0,0
5,7,46,0,101,55,68,21,0,57,0,0,0,0
6,50,38,0,30,3,9,16,8,35,4,0,0,0
7,65,68,4,0,12,0,54,0,47,0,0,0,0
8,19,3,0,0,73,45,57,0,58,3,0,0,8
9,42,0,0,4,82,0,65,0,59,2,0,0,26
10,0,7,0,0,99,24,105,0,76,0,0,7,0
11,11,28,23,0,7,7,88,49,62,1,0,0,0
12,25,31,0,15,104,43,84,23,35,9,0,8,0
13,38,60,0,0,81,43,91,11,6,5,0,0,0
14,2,33,0,0,36,97,99,7,20,0,0,0,0
15,2,0,0,6,71,63,90,77,58,0,31,0,41
16,0,0,0,0,38,37,46,53,13,5,42,0,0
17,83,0,0,0,68,102,37,51,13,0,59,0,25
18,39,0,6,0,73,48,97,50,56,8,25,0,11
19,0,0,6,0,84,24,76,16,43,57,0,0,4
20,0,0,37,0,99,1,115,39,29,10,0,0,11
21,0,0,48,0,78,20,67,29,58,25,9,0,93
22,0,0,47,33,55,23,15,42,53,3,38,0,85
23,0,5,42,0,10,80,28,67,34,38,81,0,89
24,6,0,16,0,107,63,6,49,54,27,28,0,101
25,0,0,45,0,83,53,45,28,20,49,5,7,51
26,0,0,16,0,76,42,43,30,19,111,18,0,84
27,0,0,0,0,57,68,0,0,57,74,7,69,41
28,0,1,0,0,31,67,0,25,47,93,0,23,107
29,0,9,0,71,47,20,0,40,8,53,22,15,73
30,11,0,0,15,98,9,1,103,43,67,90,0,21
31,1,0,0,19,54,0,0,75,41,54,37,16,5
32,2,0,0,4,101,0,0,20,12,6,59,10,16
33,1,0,0,0,47,0,0,53,5,4,18,38,29
34,9,0,0,13,38,0,0,0,2,59,0,71,73
35,30,0,0,41,27,0,0,15,10,15,0,0,38
36,42,0,5,8,113,0,0,26,0,14,0,57,64
37,2,3,0,0,71,0,0,7,0,8,0,4,51
38,0,19,0,24,101,0,4,3,0,26,0,33,0
39,8,48,0,44,74,0,0,31,0,0,57,55,28
40,12,20,0,159,59,0,0,69,0,0,12,39,10
41,10,89,24,62,73,0,0,52,0,0,0,23,27
42,37,84,33,22,68,0,0,43,0,0,54,77,83
43,0,13,16,3,60,5,3,30,0,0,79,47,53
44,2,67,20,17,60,12,0,91,0,0,85,63,53
45,67,13,7,22,47,0,0,62,0,30,120,45,68
46,65,16,0,60,30,8,0,96,0,18,71,78,83
47,19,18,0,59,70,0,0,72,0,30,66,33,59
48,58,0,45,108,76,21,59,72,1,74,76,86,53
49,86,0,34,89,40,9,19,66,5,3,89,100,17
50,80,2,29,35,59,9,72,55,10,0,75,63,21
51,74,0,65,22,59,46,21,63,0,15,69,13,69
52,62,0,62,99,122,5,17,81,4,18,105,11,84
53,79,25,37,114,63,96,11,46,5,37,105,19,81
54,2,38,68,88,104,93,18,0,0,76,53,42,86
55,55,36,35,108,76,108,75,0,0,71,46,51,82
56,13,9,0,95,13,103,62,0,0,104,91,36,93
57,38,26,20,46,33,90,44,0,2,71,144,75,79
58,24,15,61,0,67,101,6,53,38,42,77,94,87
59,2,39,54,0,9,116,18,45,22,61,101,60,62
60,16,16,81,3,16,62,32,20,26,66,81,71,24
61,24,15,76,36,42,11,2,62,30,87,62,88,23
62,50,56,77,75,24,0,0,0,53,93,106,78,6
63,44,99,61,83,0,2,8,0,37,70,64,70,9
64,0,73,58,94,19,34,0,6,16,1,5,78,28
65,0,72,27,40,59,60,16,34,0,72,2,67,9
66,0,19,3,0,62,100,24,73,0,63,3,69,73
67,10,94,62,28,87,96,43,22,22,82,58,37,91
68,69,84,23,93,85,80,94,61,2,78,92,35,69
69,110,60,3,83,18,122,75,1,0,25,74,0,76
70,12,56,66,105,73,96,110,0,37,84,84,0,90
71,2,66,51,76,15,60,100,58,0,82,112,7,69
72,62,79,71,98,52,71,75,56,0,6,60,44,89
73,26,75,68,71,88,79,122,37,38,30,32,97,69
74,63,22,93,78,78,98,68,70,66,86,85,99,60
75,76,66,73,100,35,69,43,45,60,76,53,79,46
76,1,90,42,73,23,76,85,13,98,103,96,86,51
77,33,95,83,110,13,15,83,49,78,75,147,75,69
78,57,82,47,91,58,36,16,66,43,14,56,85,90
79,68,49,18,89,15,65,0,44,37,66,90,76,73
80,59,86,89,83,52,104,28,9,16,83,105,44,41
81,54,57,54,101,8,23,95,52,64,7,71,8,12
82,31,107,24,89,26,72,68,17,63,13,46,0,44
83,6,44,86,69,17,81,97,6,55,61,62,5,0
84,9,35,62,107,3,73,113,0,67,42,5,80,3
85,63,7,11,100,14,0,79,53,16,65,80,92,32
86,75,93,1,86,55,0,90,65,57,84,57,84,99
87,68,80,28,113,85,0,76,65,39,28,34,40,69
88,33,59,45,75,91,4,74,51,51,81,0,87,71
89,4,77,67,54,59,77,88,37,70,36,0,0,90
90,54,78,77,107,48,81,90,8,43,77,18,0,75
91,70,75,45,104,76,65,112,52,89,78,59,0,68
92,102,60,34,88,36,81,77,39,59,64,71,0,45
93,16,101,17,89,42,39,76,4,66,35,78,54,71
94,65,90,26,114,31,43,56,55,75,49,36,74,34
95,58,93,40,77,63,46,93,51,66,75,38,72,65
96,34,108,81,63,52,94,64,31,41,61,73,75,71
97,58,62,36,44,60,79,63,1,53,67,78,85,97
98,64,41,54,0,97,27,64,10,58,41,53,63,79
99,54,43,36,66,52,56,67,6,56,68,41,78,21
100,33,81,1,35,77,76,88,32,56,22,46,108,53
101,33,65,18,13,72,38,76,69,52,95,72,96,81
102,13,48,67,72,64,70,54,60,0,72,37,54,30
103,61,55,72,83,88,59,95,46,0,24,13,65,75
104,52,67,60,89,48,42,43,82,3,13,39,89,35
105,63,56,58,114,22,27,0,56,0,70,0,90,45
106,63,39,29,94,63,67,19,65,3,77,89,91,61
107,39,66,10,102,72,105,42,99,36,40,110,67,69
108,71,68,39,107,20,94,49,31,61,64,55,87,79
109,62,80,82,100,27,36,84,4,8,67,51,35,46
110,66,79,27,102,0,86,83,68,50,21,53,31,40
111,39,61,67,53,68,74,111,72,36,28,7,38,68
112,53,52,56,106,61,29,92,74,43,29,82,16,70
113,8,79,74,43,34,47,83,89,42,59,46,34,93
114,70,85,36,67,117,89,66,60,66,58,86,54,77
115,82,54,23,68,68,64,53,39,69,59,35,88,66
116,60,77,35,82,34,41,89,61,60,55,0,106,42
117,25,85,58,104,19,84,75,36,40,53,0,95,86
118,0,48,71,75,51,84,90,49,67,73,0,110,53
119,0,31,72,0,68,81,79,58,62,48,23,91,0
120,7,57,41,56,51,55,43,38,62,41,64,87,0
121,34,89,41,111,66,24,44,11,66,41,110,63,31
122,41,58,94,47,76,9,87,54,33,9,59,90,66
123,58,86,67,94,1,1,70,64,53,60,62,62,75
124,80,70,49,83,2,50,99,49,44,104,30,54,73
125,55,12,42,35,12,92,76,75,2,40,69,33,59
126,91,33,57,63,25,92,79,76,1,46,94,64,52
127,61,48,65,72,33,97,84,43,58,103,54,121,83
128,76,17,0,69,61,80,77,70,74,64,45,85,78
129,77,99,0,91,38,2,67,73,27,47,0,102,57
130,70,51,19,83,66,0,65,55,0,42,23,95,14
131,45,89,71,75,58,54,14,61,21,36,70,38,20
132,27,25,68,58,66,70,54,87,25,3,80,61,4
133,51,74,99,76,68,73,19,107,42,24,93,86,28
134,52,25,85,65,39,93,43,65,52,103,50,75,89
135,43,10,61,97,40,64,23,67,32,96,24,78,76
136,84,2,7,102,25,89,51,40,62,84,11,48,36
137,61,37,5,42,43,79,54,0,43,5,75,54,11
138,53,55,0,0,72,78,38,28,34,0,23,78,26
139,20,35,0,48,45,64,34,73,32,0,44,42,72
140,4,33,22,96,49,64,84,63,3,86,0,47,67
141,0,31,51,104,55,81,60,25,2,102,0,76,87
142,32,77,53,123,66,96,65,37,43,60,0,43,66
143,50,41,77,39,26,61,76,21,31,53,0,62,108
144,35,59,13,83,14,96,53,9,27,65,0,50,71
145,34,71,26,79,9,75,26,30,67,63,0,79,54
146,82,62,25,27,32,91,46,34,35,93,0,74,80
147,61,98,16,78,48,38,22,3,22,8,0,98,27
148,63,93,12,62,71,1,57,37,66,23,0,89,29
149,76,80,39,0,42,0,31,37,62,77,0,95,81
150,59,65,20,16,71,0,36,69,66,76,0,93,72
151,65,60,33,52,1,13,86,50,0,64,25,76,42
152,52,77,0,89,45,5,41,39,16,27,1,61,69
153,56,34,42,90,84,0,83,22,47,35,25,64,63
154,59,41,41,48,44,0,88,27,31,22,99,83,62
155,13,27,42,72,43,3,89,44,22,123,86,108,60
156,47,66,24,81,79,52,95,42,22,53,16,99,56
157,10,99,0,96,95,80,71,8,30,30,50,3,42
158,4,63,43,104,85,102,63,40,4,112,62,43,69
159,36,97,16,88,53,108,66,20,67,55,98,93,1
160,60,80,41,103,74,53,89,37,69,67,49,78,78
161,71,62,4,67,78,59,54,20,43,62,93,106,86
162,54,78,38,105,39,77,35,49,62,30,66,39,76
163,67,63,52,103,0,121,33,64,47,45,1,0,47
164,59,74,32,130,69,72,23,30,73,43,0,18,31
165,49,22,66,77,77,155.0583524,10,35,23,106,23,3,47
166,42,46,2,108,81,78,8,30,62,45,42,5,31
167,78,11,21,115,21,101,0,52,76,12,12,48,1
168,0,46,67,49,0,86,40,0,59,58,1,89,21
169,23,99,31,96,67,50,97,33,35,71,3,48,1
170,42,36,49,116,86,49,15,52,50,51,17,0,74
171,11,80,44,106,85,74,5,41,30,68,0,0,59
172,74,63,23,120,110,112,12,37,4,49,0,16,66
173,33,53,63,57,92,63,13,58,39,84,2,91,88
174,85,53,60,62,20,95,63,62,50,54,7,102,59
175,70,81,20,64,33,45,76,11,0,17,9,92,68
176,76,72,52,67,87,92,97,2,23,106,0,81,79
177,70,33,11,68,70,64,85,45,51,36,0,80,89
178,55,102,47,55,72,99,77,84,68,34,4,42,91
179,62,91,0,96,75,18,78,69,68,40,0,75,68
180,68,80,0,92,19,5,95,35,59,68,0,45,64
181,50,65,6,60,72,17,78,4,20,34,0,79,86
182,83,75,47,94,96,21,95,9,43,30,0,56,76
183,59,76,83,84,50,16,64,46,56,61,0,42,75
184,5,71,63,97,74,49,75,49,32,42,0,41,68
185,50,31,56,114,73,101,104,7,41,96,15,64,53
186,57,78,52,77,85,97,79,66,0,70,48,31,0
187,31,63,77,100,71,86,113,75,0,53,41,107,0
188,10,100,28,97,89,99,90,92,0,96,68,91,15
189,61,81,51,51,88,97,89,48,39,52,47,55,50
190,65,53,38,122,61,62,67,74,0,74,85,0,61
191,52,79,0,71,83,83,31,76,9,9,15,1,62
192,38,45,0,98,83,59,112,66,0,10,0,0,42
193,0,28,0,99,62,49,87,43,48,21,0,93,57
194,0,17,46,107,77,95,82,10,57,41,0,75,18
195,12,80,24,27,45,111,116,21,52,51,0,49,76
196,1,99,4,75,53,76,122,67,31,86,0,31,12
197,80,95,0,98,106,70,120,41,10,69,0,47,0
198,38,89,0,60,113,42,81,3,0,89,0,65,5
199,38,72,9,51,116,64,93,0,45,49,2,81,0
200,63,52,27,79,91,64,91,12,90,38,26,88,0
201,66,49,28,108,66,65,85,2,47,8,14,105,17
202,61,81,0,104,6,105,50,59,14,32,0,58,85
203,7,92,6,102,22,142,59,80,0,37,14,77,75
204,1,41,57,94,67,59,100,40,35,62,11,64,68
205,0,52,63,46,96,17,113,61,88,64,35,55,82
206,0,52,47,0,95,62,71,19,61,75,0,58,71
207,7,29,59,1,74,140,63,52,43,27,23,95,83
208,58,44,57,67,86,85,102,39,46,75,51,69,89
209,75,10,35,74,63,98,94,40,27,72,41,68,57
210,87,77,39,128,24,113,80,37,55,90,147,59,69
211,72,90,66,136,8,123,37,36,47,76,29,96,38
212,64,18,36,85,14,90,55,31,64,34,4,87,67
213,57,63,24,70,51,84,80,47,52,91,83,83,61
214,55,15,23,81,85,51,0,83,53,53,80,98,80
215,67,35,44,92,105,20,0,32,67,6,41,81,30
216,56,9,71,79,73,0,33,0,99,11,0,81,77
217,73,26,57,58,93,0,34,0,0,16,1,76,58
218,59,61,37,54,90,1,59,34,31,0,64,95,56
219,75,94,3,102,14,1,47,84,78,15,46,62,57
220,56,86,8,80,3,3,87,72,55,31,125,67,55
221,83,49,33,80,73,56,94,63,18,18,42,111,58
222,66,30,86,88,62,39,75,57,79,1,34,86,63
223,68,25,31,92,59,91,90,84,44,0,24,77,74
224,49,48,78,107,68,3,70,74,36,6,36,17,31
225,71,89,34,59,73,78,70,71,5,0,124,36,37
226,63,76,27,98,87,97,49,75,17,0,48,24,10
227,51,17,50,112,95,96,93,72,0,0,0,30,0
228,10,71,62,97,117,119,79,75,0,0,4,46,0
229,49,94,70,73,73,64,82,49,0,0,31,24,15
230,62,101,63,93,98,70,87,0,56,0,114,13,58
231,68,15,63,69,20,123,106,0,59,0,88,58,71
232,55,40,51,52,75,110,99,30,70,0,77,101,89
233,11,11,20,36,67,74,110,89,68,0,89,105,66
234,20,86,26,43,53,96,91,99,40,0,72,101,44
235,55,33,22,13,72,36,51,66,56,0,74,101,51
236,69,11,32,100,119,121,83,66,80,0,72,77,59
237,52,61,53,148,71,98,24,28,5,0,76,79,82
238,59,69,48,97,77,97,4,4,0,0,41,117,66
239,57,47,29,74,91,95,102,19,23,0,101,77,80
240,72,24,0,123,15,144,53,0,37,0,104,88,83
241,62,1,24,83,42,38,30,12,77,0,139,63,33
242,25,91,59,42,4,15,64,59,69,69,66,59,87
243,6,60,61,86,16,64,85,85,95,21,33,17,64
244,6,59,13,88,31,95,107,64,40,0,0,50,58
245,19,20,0,65,89,30,103,55,45,55,31,20,55
246,14,41,16,68,85,51,136,45,89,77,6,50,15
247,33,51,73,51,83,57,42,13,63,61,0,37,55
248,14,31,46,62,45,89,38,0,55,36,35,89,18
249,1,1,32,64,73,74,0,5,66,6,92,71,73
250,13,0,13,118,81,23,100,18,36,0,39,83,97
251,66,71,0,52,29,4,53,23,19,10,67,85,41
252,76,71,0,0,66,7,100,71,30,3,26,90,39
253,63,57,18,36,73,39,97,53,56,0,103,67,17
254,34,72,8,116,85,27,80,74,65,0,53,101,40
255,45,68,2,107,86,0,78,54,20,0,60,102,49
256,61,80,18,123,12,0,72,46,35,0,75,65,64
257,54,55,38,75,74,46,92,27,65,0,33,44,53
258,7,75,78,72,115,18,82,20,39,0,25,31,134
259,0,68,85,114,82,0,1,15,45,0,71,53,125
260,8,31,45,107,82,0,111,38,58,0,68,57,81
261,27,12,71,105,115,0,105,13,92,21,74,85,6
262,29,71,50,43,117,0,101,31,74,6,75,79,11
263,51,39,32,89,82,0,60,19,37,14,67,44,105
264,83,82,54,88,61,0,26,32,70,29,0,101,63
265,24,71,40,92,38,0,0,68,34,78,0,99,81
266,60,26,6,69,59,0,0,52,18,61,0,74,38
267,64,69,1,76,116,0,0,44,12,103,0,73,59
268,53,98,0,86,58,0,0,44,78,30,54,98,81
269,59,75,0,105,68,0,1,0,59,59,61,55,90
270,47,99,0,69,79,0,58,35,85,28,79,83,78
271,47,30,4,71,30,4,67,60,88,45,81,92,88
272,36,53,0,79,40,1,118,5,58,10,100,97,136
273,57,44,0,82,0,0,98,15,28,38,51,48,84
274,90,82,0,64,0,9,83,67,66,58,101,51,103
275,57,57,0,120,2,0,65,67,43,53,49,73,104
276,37,60,0,117,60,3,107,48,54,50,9,25,77
277,6,94,0,101,81,0,144,69,54,26,120,8,69
278,11,52,0,114,70,0,89,75,80,37,95,39,38
279,54,18,0,73,90,0,79,70,80,55,28,0,48
280,73,30,0,102,67,5,96,52,49,32,71,11,64
281,36,48,0,132,63,0,105,56,15,1,76,3,4
282,71,7,0,95,77,0,0,34,103,32,69,59,53
283,76,9,0,84,36,0,76,61,64,72,22,6,15
284,64,12,0,33,56,0,98,13,71,20,126,24,0
285,21,9,0,49,13,0,50,29,24,53,70,1,0
286,15,47,0,29,71,0,3,13,0,0,78,4,0
287,38,77,19,119,111,0,10,36,3,3,34,22,0
288,9,52,0,113,94,0,46,87,37,19,59,59,0
289,10,84,0,94,22,0,97,4,0,83,2,98,0
290,59,37,19,107,92,24,75,2,11,32,19,78,0
291,49,75,38,57,80,14,102,16,21,12,88,79,0
292,34,7,0,87,47,18,81,68,8,40,51,48,0
293,69,32,50,75,76,0,97,69,24,71,12,68,0
294,28,75,38,107,86,0,92,60,3,56,55,94,0
295,31,44,42,90,31,0,101,60,0,88,48,69,0
296,27,21,38,141,1,68,65,48,6,64,34,90,0
297,79,82,42,68,2,100,47,68,15,34,71,69,31
298,73,21,51,117,91,46,74,38,5,51,59,31,70
299,71,45,30,43,93,88,108,62,0,27,114,0,53
300,14,52,36,90,92,72,88,52,2,2,76,55,43
301,4,63,33,88,70,51,50,22,38,42,105,21,55
302,58,76,27,56,92,29,91,66,5,44,98,69,0
303,68,71,50,45,80,9,61,32,0,61,56,94,0
304,23,70,19,57,102,83,78,62,0,56,19,88,0
305,0,73,42,114,40,122,66,59,0,89,23,95,0
306,0,61,0,117,61,68,17,81,0,58,55,99,0
307,0,58,0,15,20,50,6,56,0,52,72,53,14
308,39,74,0,8,1,77,4,34,0,60,7,98,2
309,42,62,10,33,16,79,63,24,0,81,68,30,0
310,46,57,31,77,9,97,78,16,25,93,54,19,0
311,66,90,70,91,55,79,5,51,58,55,88,26,0
312,55,74,28,95,101,49,0,35,3,64,15,32,7
313,66,64,75,100,102,40,6,7,4,82,5,33,5
314,57,68,26,81,87,55,85,64,0,78,41,13,0
315,29,30,29,69,84,65,120,38,2,79,31,45,0
316,27,67,22,45,73,89,72,46,1,23,0,35,0
317,14,66,22,110,52,34,48,44,27,87,11,106,0
318,47,67,19,134,83,48,71,9,0,65,29,110,29
319,60,46,55,145,78,0,54,13,7,96,117,84,0
320,24,41,69,120,94,18,99,14,0,45,44,63,0
321,1,71,10,107,105,60,68,70,0,69,96,82,0
322,25,77,28,126,104,0,83,64,0,73,8,49,0
323,59,38,4,102,101,9,84,45,0,58,52,52,0
324,24,66,0,85,76,0,64,0,13,58,18,54,0
325,3,49,28,98,73,69,59,51,18,63,24,12,0
326,0,64,59,23,96,49,81,68,51,30,44,8,0
327,9,59,81,82,82,0,39,57,28,71,102,96,0
328,0,64,78,48,32,0,0,11,23,70,56,112,0
329,0,79,20,5,82,4,44,44,27,79,71,75,0
330,0,98,39,0,32,0,60,0,9,83,57,111,7
331,0,28,33,4,0,19,75,22,56,24,67,87,0
332,0,38,47,0,6,0,52,20,84,0,11,65,0
333,0,71,49,2,67,20,17,0,38,0,53,49,8
334,0,83,37,77,118,0,18,0,2,73,30,83,0
335,39,48,41,60,111,0,79,0,35,71,58,68,0
336,18,47,51,110,32,0,108,8,79,86,26,71,0
337,0,32,87,103,92,0,76,72,29,71,22,4,0
338,0,52,61,50,70,0,100,50,71,64,25,39,13
339,0,53,14,93,94,0,95,68,56,31,18,67,37
340,0,51,47,126,65,0,88,40,59,54,0,66,14
341,0,15,22,81,89,0,48,47,62,108,17,37,86
342,0,89,31,87,94,0,90,73,60,60,29,62,97
343,0,91,22,60,66,0,91,36,35,60,0,51,29
344,4,89,0,78,61,0,105,105,81,12,0,57,2
345,0,37,0,9,63,1,62,73,48,89,33,36,33
346,0,18,26,1,112,0,57,88,47,110,53,1,15
347,0,73,4,16,79,0,94,38,64,95,138,17,18
348,0,121,38,48,92,0,22,54,24,69,81,0,3
349,0,52,63,73,82,9,86,41,59,62,48,25,9
350,1,36,67,101,62,0,81,20,57,73,42,85,53
351,39,62,14,30,21,0,81,90,16,42,1,64,94
352,15,12,0,80,92,0,87,70,0,92,3,89,103
353,0,0,0,110,83,0,82,38,62,55,43,25,98
354,7,16,12,97,96,0,72,33,57,62,1,77,66
355,66,21,52,110,73,6,18,0,61,90,0,33,84
356,21,0,44,46,45,27,9,57,52,29,0,40,14
357,32,0,23,73,74,0,69,52,45,18,0,7,37
358,12,51,34,66,22,6,34,20,53,69,0,16,13
359,33,0,34,101,60,9,68,29,42,72,19,24,71
360,3,30,73,49,59,2,63,80,68,60,28,44,91
361,11,72,29,85,46,4,104,57,85,45,0,80,101
362,11,82,7,79,58,59,39,73,48,48,0,5,108
363,53,55,28,135,52,84,71,59,97,51,0,2,92
364,74,79,72,59,0,114,69,49,89,63,8,9,75
365,60,30,48,57,0,58,94,61,52,39,0,23,92
366,20,61,49,96,3,108,97,33,3,0,0,42,71
367,13,61,53,111,17,104,83,21,35,71,0,55,103
368,4,32,78,65,0,18,82,58,32,64,0,46,75
369,0,81,0,77,0,2,99,87,94,78,0,71,62
370,1,74,0,86,0,4,107,16,41,31,0,75,59
371,59,45,0,98,0,27,36,26,55,30,0,97,45
372,71,24,55,90,0,1,80,24,28,72,0,72,70
373,77,18,46,136,0,7,83,51,11,80,0,110,92
374,40,114,48,35,0,0,101,60,25,62,0,88,76
375,0,53,39,3,0,44,88,60,62,17,0,96,56
376,34,38,37,7,0,51,70,24,66,14,0,16,95
377,39,59,90,1,25,54,96,70,93,46,0,18,21
378,30,32,70,0,0,30,80,66,47,94,0,12,48
379,60,76,41,50,0,3,33,6,10,73,0,1,81
380,5,33,8,80,0,22,38,16,22,16,36,107,47
381,0,70,56,28,0,7,78,63,61,34,69,87,43
382,0,72,120.6252413,2,0,56,17,66,37,95,0,92,63
383,0,54,22,7,18,69,36,76,63,73,0,78,43
384,44,32,62,33,0,84,85,0,68,54,55,44,25
385,53,60,46,43,0,34,96,0,63,61,75,60,48
386,25,93,65,99,104,48,70,1,71,74,118,0,45
387,10,27,10,59,0,9,84,54,36,38,92,0,20
388,0,61,0,70,8,0,87,89,4,65,69,33,0
389,1,14,6,75,58,25,103,70,47,49,57,51,0
390,63,44,37,67,0,0,102,50,52,31,40,86,0
391,65,44,56,50,0,10,109,67,58,34,94,90,30
392,77,55,72,0,0,1,80,69,63,65,104,41,11
393,72,75,74,0,0,8,100,17,72,81,64,85,0
394,38,48,71,0,0,0,60,6,85,83,96,102,0
395,8,17,70,0,0,0,67,0,77,57,108,83,0
396,63,34,54,14,0,13,71,41,102,56,89,86,0
397,43,81,42,59,0,10,93,69,75,18,40,60,0
398,100,86,63,20,0,0,104,71,56,88,71,27,0
399,47,36,15,100,0,0,89,64,0,84,99,46,0
400,99,67,44,83,0,7,103,77,0,54,122,23,0
401,59,58,67,78,0,0,88,33,10,59,127,7,0
402,54,29,41,73,0,2,105,82,52,48,114,57,0
403,35,65,11,69,0,0,110,75,52,67,76,46,0
404,10,77,0,35,0,0,81,36,0,75,38,83,0
405,1,42,0,65,1,0,124,77,33,22,46,102,33
406,0,73,9,78,0,5,91,79,62,0,88,56,0
407,69,118,18,82,0,85,78,45,82,39,148,68,0
408,59,50,49,73,0,87,127,47,77,93,64,81,0
409,62,6,72,0,0,52,116,69,79,81,20,14,0
410,64,9,68,44,0,56,35,40,65,48,52,107,4
411,83,3,76,31,0,62,0,95,12,50,29,67,6
412,89,26,85,38,0,36,72,64,28,62,0,76,0
413,63,87,42,64,0,13,51,58,13,53,26,86,0
414,46,81,32,53,0,0,38,12,33,71,0,51,8
415,46,36,10,52,0,26,98,27,51,46,14,55,0
416,36,53,55,80,0,1,93,73,37,42,33,76,2
417,70,66,61,37,0,0,101,71,39,49,64,96,0
418,53,28,6,80,0,0,98,54,17,80,83,62,0
419,99,37,17,53,0,0,10,11,4,69,22,50,0
420,79,65,21,74,0,0,100,13,74,16,0,25,0
421,63,59,61,7,0,25,68,13,77,68,3,2,0
422,10,59,8,36,0,59,77,30,68,53,0,43,0
423,7,12,0,6,0,59,138,51,35,35,42,67,0
424,40,26,0,34,0,50,73,84,0,65,83,32,0
425,13,31,9,18,0,109,0,29,9,44,162.1198533,43,0
426,0,55,23,63,0,90,76,0,0,39,108,80,0
427,27,67,34,90,0,89,120,2,22,33,96,60,0
428,38,75,71,61,0,82,90,71,76,70,75,83,0
429,55,62,44,23,0,76,66,73,75,93,47,77,0
430,72,46,66,0,0,32,13,64,9,24,110,107,0
431,66,62,34,14,0,52,63,68,87,18,162.1198533,84,0
432,87,74,24,4,0,70,120,82,76,55,58,71,0
433,43,74,46,3,0,93,69,88,63,57,46,38,0
434,68,20,68,0,0,128,107,48,85,20,56,24,2
435,46,33,73,31,0,87,103,67,91,88,58,62,6
436,4,8,87,4,0,78,80,84,93,53,93,54,13
437,10,71,58,36,0,105,23,55,55,12,9,53,9
438,27,14,54,2,0,107,84,49,92,61,6,74,0
439,5,42,45,0,0,23,80,0,84,44,33,24,6
440,0,74,0,7,0,104,64,17,72,36,80,59,3
441,3,20,9,0,0,48,97,44,103,65,20,62,16
442,41,50,6,0,0,11,84,75,64,50,62,19,2
443,0,33,47,6,0,67,92,69,33,83,38,42,52
444,61,60,75,0,0,57,98,61,46,60,46,0,84
445,59,72,47,0,0,18,93,65,28,38,68,2,85
446,77,44,47,0,0,23,120,59,71,22,81,0,80
447,72,29,8,12,50,43,50,67,50,8,23,0,58
448,47,60,13,0,62,113,69,38,8,48,55,0,103
449,121,70,65,0,36,103,75,23,55,27,40,0,59
450,64,84,96,0,97,109,67,19,77,106,35,0,59
451,50,83,55,0,41,81,80,2,30,75,90,0,33
452,52,76,31,0,45,92,55,19,50,48,26,0,4
453,60,44,51,1,18,19,90,17,53,12,50,2,32
454,73,42,24,0,29,11,67,75,57,7,60,0,1
455,43,74,19,0,60,0,31,61,93,28,0,0,16
456,48,76,65,0,0,0,67,14,103,60,47,0,44
457,44,68,57,0,12,16,87,55,73,87,64,0,65
458,74,71,50,0,40,42,83,61,29,39,66,0,72
459,37,30,45,0,42,0,0,50,35,17,27,5,94
460,56,29,14,0,25,19,30,105,0,70,43,16,74
461,73,14,30,5,24,1,103,81,37,56,55,0,85
462,67,29,25,0,54,19,66,72,68,72,88,0,67
463,42,55,63,0,78,74,91,75,71,57,23,0,111
464,38,84,47,0,99,43,69,30,81,55,59,7,43
465,32,62,21,0,17,45,57,48,39,42,20,0,71
466,39,88,62,0,6,86,74,53,39,59,94,0,87
467,21,73,11,0,25,93,100,76,57,44,26,0,100
468,85,69,26,0,8,60,37,46,48,43,0,0,76
469,82,59,46,0,31,77,77,61,26,73,10,1,33
470,44,70,57,0,10,38,92,76,22,93,113,0,99
471,50,50,35,7,0,44,103,63,23,29,47,14,45
472,84,60,53,10,0,49,96,56,23,21,0,18,38
473,70,74,17,0,0,108,89,61,7,59,57,0,50
474,51,35,25,0,0,108,104,52,78,46,45,4,39
475,18,41,22,0,0,94,78,72,51,66,65,1,1
476,68,17,35,0,0,27,84,71,49,90,81,0,0
477,80,57,4,0,0,34,85,39,44,35,26,0,0
478,80,50,21,0,0,25,82,42,42,71,68,1,0
479,52,62,0,0,0,23,70,56,52,5,37,0,58
480,61,112,6,0,0,79,60,81,61,87,4,0,102
481,40,80,69,0,0,108,91,43,25,73,45,17,70
482,15,62,45,0,0,53,95,54,63,67,109,0,16
483,0,43,23,16,0,25,96,51,80,48,85,6,0
484,0,57,79,6,0,1,115,77,68,25,91,69,0
485,0,35,24,0,0,53,94,52,68,57,35,0,0
486,0,14,65,0,0,0,119,33,56,95,39,1,29
487,0,27,0,0,0,5,120,16,38,97,51,10,0
488,22,5,0,0,0,87,37,26,46,68,92,0,0
489,92,21,0,0,0,5,94,55,7,75,74,2,0
490,57,37,0,0,0,67,94,64,16,78,25,0,3
491,1,75,15,0,0,134,24,77,80,53,54,0,2
492,77,50,0,0,0,85,113,0,77,93,32,0,0
493,86,97,0,0,0,86,133,0,58,68,67,34,0
494,75,63,0,0,0,94,70,0,87,89,92,0,0
495,60,12,0,28,0,43,94,0,58,36,82,0,0
496,78,63,4,28,0,31,66,0,55,0,92,0,6
497,58,31,0,46,0,90,73,0,40,39,95,0,0
