time,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
14992,32,0,54,0,50,0,0,0,81,15,45,71,47
14993,56,0,47,0,59,0,0,0,48,14,25,90,56
14994,36,0,55,0,86,0,0,0,30,1,51,57,93
14995,5,0,34,14,48,0,6,0,13,0,62,15,72
14996,42,0,25,22,52,0,0,0,0,0,6,84,83
14997,8,0,36,0,79,0,0,0,5,0,1,93,45
14998,37,0,40,20,74,0,0,0,5,0,27,78,98
14999,10,0,10,5,70,0,0,0,13,9,11,79,68
15000,37,5,15,5,38,6,0,2,31,3,0,51,87
15001,9,0,1,0,48,0,0,9,7,0,10,83,76
15002,1,0,26,26,39,4,0,0,37,0,11,20,51
15003,48,0,6,39,12,9,0,0,5,0,12,47,35
15004,22,0,0,0,16,0,0,0,0,6,0,47,29
15005,12,0,0,13,87,0,12,2,0,0,0,0,0
15006,12,0,0,0,45,4,0,0,0,0,0,6,0
15007,37,0,0,28,40,0,0,0,0,0,0,7,1
15008,6,0,0,24,29,0,0,0,0,0,20,1,10
15009,46,0,0,2,60,0,0,0,0,0,4,4,0
15010,47,0,0,0,19,0,0,0,0,18,0,47,21
15011,38,0,0,0,0,0,0,0,0,6,0,112.927108,66
15012,0,2,1,1,0,3,0,0,0,25,1,46,30
15013,0,0,0,14,43,5,0,0,0,14,0,50,0
15014,0,0,10,25,57,1,0,0,5,13,0,27,0
15015,0,0,25,68,78,0,0,3,1,3,0,6,0
15016,19,0,0,43,39,3,0,0,0,19,0,17,0
15017,0,0,0,45,49,0,0,0,0,26,0,40,0
15018,1,0,0,77,70,0,31,0,0,70,0,40,0
15019,0,0,0,33,22,0,4,0,0,32,0,0,0
15020,0,0,0,48,0,0,0,0,0,58,0,8,0
15021,0,0,0,31,23,0,0,0,25,15,0,47,0
15022,0,18,0,57,0,2,0,0,9,29,0,40,0
15023,0,22,3,49,29,0,0,0,0,56,0,71,0
15024,0,0,0,20,25,0,0,0,0,8,0,21,0
15025,0,0,0,34,54,0,23,0,0,73,0,42,0
15026,0,0,0,28,4,4,19,0,0,5,7,5,0
15027,0,0,0,27,0,1,5,0,18,20,0,55,0
15028,0,0,5,23,28,0,0,0,6,49,1,50,0
15029,0,0,0,6,47,2,0,9,3,61,0,35,0
15030,0,0,0,8,40,0,0,0,0,28,0,65,0
15031,0,0,4,0,75,0,24,0,0,0,5,32,0
15032,0,0,0,0,37,0,47,14,0,0,0,32,0
15033,0,0,0,0,34,13,10,13,0,3,0,17,0
15034,0,2,17,17,31,0,47,9,1,53,0,42,0
15035,0,0,2,0,31,5,40,22,0,50,0,96,0
15036,0,0,15,0,8,8,14,57,1,69,0,94,0
15037,0,9,0,0,19,0,52,43,0,38,19,100,0
15038,0,3,0,0,53,0,35,31,0,73,2,112.927108,0
15039,0,0,0,0,64,2,37,47,36,52,1,112.927108,0
15040,0,0,0,0,63,7,41,18,34,54,0,109,0
15041,0,0,4,0,57,1,16,11,0,63,0,85,2
15042,0,0,4,0,19,29,0,25,0,66,0,76,5
15043,8,0,18,0,0,0,1,28,0,48,0,36,0
15044,6,0,16,0,5,0,33,59,0,43,0,20,1
15045,0,0,0,0,15,0,36,33,0,22,0,100,2
15046,0,0,17,0,29,20,21,46,0,71,0,12,16
15047,0,0,14,2,42,13,23,51,0,70,0,78,2
15048,0,4,0,0,27,39,6,68,0,49,0,111,0
15049,0,0,0,0,41,27,2,61,0,67,0,103,0
15050,0,0,0,1,77,75,64,58,0,47,0,100,5
15051,0,0,4,0,27,48,34,80,0,27,0,61,1
15052,0,0,0,6,44,33,33,57,0,59,0,62,9
15053,0,0,0,3,77,28,54,70,0,25,0,45,0
15054,0,2,26,0,46,14,61,83,0,17,0,55,9
15055,0,18,0,6,39,36,12,50,17,0,0,80,7
15056,0,1,0,0,74,65,4,67,8,21,0,15,0
15057,21,1,0,0,36,92,8,70,4,0,0,5,0
15058,0,22,0,0,82,69,0,64,8,0,0,41,0
15059,0,0,0,0,29,69,29,69,0,0,0,18,0
15060,0,0,0,0,23,33,13,63,0,0,0,15,0
15061,50,0,0,0,24,88,10,65,0,0,0,0,0
15062,3,34,0,0,0,42,41,37,0,0,32,0,0
15063,5,76,6,0,0,14,42,69,0,0,25,12,0
15064,26,66,5,0,12,9,60,53,0,0,33,83,0
15065,64,9,0,0,8,40,62,24,5,0,23,99,0
15066,48,41,0,0,36,35,52,36,21,0,8,82,0
15067,0,16,6,0,14,49,12,24,41,5,23,58,0
15068,16,0,2,0,19,20,46,81,15,24,35,56,3
15069,16,33,0,25,8,0,35,7,14,23,12,52,0
15070,16,41,0,31,4,87,16,0,90,0,0,69,0
15071,14,21,13,0,19,11,52,0,2,0,31,95,0
15072,22,30,6,0,16,0,51,0,0,0,33,27,0
15073,29,51,8,0,34,0,19,0,0,0,9,7,0
15074,42,34,6,0,0,2,16,0,2,0,87,8,0
15075,13,40,23,5,0,33,8,0,0,0,71,0,0
15076,0,57,49,6,0,70,25,6,0,0,39,42,7
15077,16,66,0,15,0,48,4,1,0,0,82,31,0
15078,23,28,0,0,0,23,0,2,0,0,79,27,0
15079,38,27,31,0,7,27,3,0,0,0,87,50,0
15080,12,69,2,0,0,17,4,0,0,0,55,80,0
15081,32,7,7,0,6,34,44,0,11,0,83,81,0
15082,23,68,0,0,0,61,6,0,0,0,60,89,0
15083,34,92,5,7,0,37,1,0,0,0,6,39,0
15084,36,95,28,0,0,38,26,0,9,0,29,95,2
15085,7,56,4,14,0,30,2,0,36,0,65,41,0
15086,24,52,7,7,0,58,21,28,18,0,70,42,0
15087,31,64,0,0,0,31,0,1,71,0,35,0,0
15088,2,47,0,0,0,28,0,24,21,0,32,0,0
15089,42,21,11,0,0,16,0,0,4,0,13,3,0
15090,23,56,0,1,0,0,0,0,39,0,47,60,0
15091,21,23,0,0,0,0,0,0,0,0,65,34,0
15092,52,35,0,0,0,23,0,0,0,7,5,29,0
15093,63,5,0,0,0,0,0,0,49,0,23,46,2
15094,55,20,0,0,1,0,0,0,11,0,42,0,0
15095,16,30,0,0,2,4,0,8,9,0,15,20,0
15096,46,37,0,0,0,0,41,1,22,0,22,66,0
15097,54,12,0,0,5,0,0,14,75,0,7,40,0
15098,41,26,10,3,15,0,0,0,91,0,11,45,12
15099,3,57,0,21,43,0,0,0,74,0,0,21,53
15100,21,31,21,0,16,0,24,0,48,16,0,43,29
15101,0,69,12,0,7,0,1,29,3,0,0,47,8
15102,0,21,5,0,39,0,0,9,0,1,3,62,8
15103,0,15,24,0,17,0,8,0,2,26,0,68,26
15104,20,8,38,0,23,14,0,16,0,0,0,50,40
15105,2,19,0,0,14,7,0,104,22,0,0,52,46
15106,0,11,0,0,20,0,0,1,86,0,0,72,34
15107,7,0,0,14,0,0,0,0,76,0,0,7,55
15108,0,0,2,4,0,0,0,0,83,0,0,0,88
15109,0,0,37,0,9,0,19,0,67,0,13,0,23
15110,3,16,31,0,31,0,0,0,64,8,0,0,82
15111,0,1,31,0,0,0,0,0,86,6,0,0,63
15112,22,10,47,0,11,0,0,0,66,0,2,17,50
15113,0,2,52,0,0,0,0,0,50,0,0,0,46
15114,54,0,33,0,1,0,22,0,68,0,0,0,32
15115,10,0,19,0,0,0,0,0,39,0,0,0,11
15116,0,0,32,6,1,0,0,1,56,0,10,0,36
15117,1,0,7,0,0,0,0,0,27,0,13,3,21
15118,3,0,10,0,0,0,0,0,8,1,0,0,3
15119,18,0,2,4,0,0,0,0,15,0,0,0,24
15120,0,0,13,0,0,0,0,0,19,0,0,0,61
15121,18,0,14,0,0,0,0,0,7,0,0,0,37
15122,0,0,0,6,33,0,0,0,29,0,0,0,56
15123,0,8,18,18,0,0,0,0,11,0,0,5,69
15124,0,0,21,10,1,0,1,0,0,0,0,5,10
15125,0,0,0,0,0,0,0,14,0,0,0,12,4
15126,0,0,0,8,0,2,0,0,0,3,0,12,0
15127,37,0,0,0,0,21,0,0,0,0,0,0,1
15128,7,0,37,15,3,15,0,0,0,0,0,26,0
15129,0,0,66,23,5,0,15,4,0,17,0,0,3
15130,0,0,12,0,0,0,30,0,0,20,0,0,0
15131,0,0,20,0,0,0,0,0,0,0,0,0,0
15132,0,0,30,0,0,0,0,0,0,0,0,0,0
15133,0,0,0,5,0,0,0,0,0,0,0,33,0
15134,0,0,2,20,0,0,0,0,0,0,0,33,0
15135,0,0,7,0,3,0,0,0,0,0,0,0,0
15136,12,0,11,0,32,0,19,0,0,0,0,0,0
15137,0,0,0,0,0,0,0,0,0,0,0,0,0
15138,0,2,0,6,5,0,0,0,0,0,9,0,0
15139,5,0,2,0,0,0,0,0,0,0,14,0,0
15140,0,3,0,4,0,0,0,0,0,0,0,0,0
15141,0,0,21,0,0,0,0,0,0,0,0,0,2
15142,0,14,15,0,4,0,0,0,0,0,0,0,0
15143,0,0,0,0,29,0,1,0,0,0,0,0,0
15144,0,0,0,0,38,0,10,0,2,0,0,0,0
15145,0,3,0,0,43,0,0,0,2,0,0,0,0
15146,0,0,0,0,60,0,9,0,0,0,0,0,0
15147,0,6,0,0,61,0,0,0,0,0,0,0,0
15148,0,1,0,13,28,0,11,0,0,0,0,0,0
15149,0,0,0,0,36,0,42,13,0,0,0,0,0
15150,0,0,0,0,47,16,22,1,46,0,0,0,0
15151,0,0,0,0,42,4,0,5,0,0,0,0,0
15152,0,4,13,0,70,0,0,0,0,0,0,0,0
15153,0,0,6,0,15,0,0,0,15,0,0,0,0
15154,22,0,0,38,75,0,2,0,3,13,0,0,15
15155,0,0,10,31,37,6,8,0,15,0,0,0,0
15156,0,0,4,11,55,3,0,0,0,0,0,0,2
15157,0,0,0,49,57,20,0,0,0,0,0,0,0
15158,0,0,2,45,41,0,2,8,0,0,0,0,0
15159,0,0,0,31,44,0,16,0,0,0,4,0,0
15160,0,0,2,52,38,0,3,0,0,0,0,0,0
15161,0,0,26,14,23,0,0,0,0,0,1,0,14
15162,0,0,11,9,18,0,3,0,0,0,0,0,0
15163,5,0,8,56,18,0,4,0,0,0,0,0,0
15164,6,0,7,59,40,47,0,0,19,0,0,0,0
15165,15,0,4,71,66,16,0,4,52,0,0,0,17
15166,0,0,0,33,48,9,0,0,8,0,0,0,1
15167,0,0,0,59,55,0,0,0,0,11,0,0,0
15168,40,0,4,48,46,0,0,0,6,26,0,0,0
15169,3,0,16,52,59,0,0,16,2,0,0,0,0
15170,0,1,0,65,53,0,0,0,1,0,0,0,0
15171,7,27,23,42,44,0,0,0,2,0,0,0,0
15172,0,4,0,66,27,3,0,34,48,0,0,0,0
15173,7,0,0,15,34,0,0,0,22,12,0,0,3
15174,0,0,0,17,50,5,0,4,0,5,0,0,0
15175,0,2,0,32,55,0,0,0,0,0,0,0,0
15176,0,0,2,40,42,0,0,0,0,0,11,0,3
15177,0,5,0,36,43,9,0,0,0,0,0,0,0
15178,0,0,0,50,6,0,0,0,1,0,3,0,4
15179,0,14,0,40,25,0,0,0,0,4,0,0,0
15180,0,15,0,32,53,10,0,0,0,0,0,0,0
15181,0,0,0,27,52,0,0,7,3,0,0,0,10
15182,0,4,0,38,19,0,0,0,0,0,0,0,0
15183,0,12,19,58,18,0,0,0,0,0,0,0,5
15184,0,14,0,0,13,0,0,0,0,0,0,0,0
15185,14,0,24,7,29,0,0,0,0,0,0,0,0
15186,14,9,1,23,11,0,0,0,0,0,0,0,0
15187,28,3,1,37,14,1,0,0,0,0,0,0,0
15188,0,3,0,5,24,0,0,0,0,0,0,15,0
15189,0,10,0,50,21,1,0,0,0,0,0,1,29
15190,19,76,0,58,3,9,1,0,0,3,0,18,0
15191,0,50,0,59,0,19,1,0,0,0,0,48,0
15192,7,11,0,22,0,3,1,0,0,0,0,0,1
15193,20,19,1,7,0,34,4,0,0,6,0,10,2
15194,20,0,11,28,0,0,4,7,0,0,0,26,0
15195,0,3,0,39,0,0,0,0,0,0,2,19,8
15196,0,3,0,26,28,73,2,0,0,0,14,14,0
15197,0,0,0,40,0,0,0,0,0,0,0,0,14
15198,0,0,3,37,0,0,0,0,0,0,18,28,6
15199,14,0,20,22,0,0,0,10,0,0,0,21,0
15200,0,0,0,34,0,0,0,0,0,0,0,41,0
15201,2,0,0,50,0,0,0,1,0,43,0,26,0
15202,0,0,0,69,0,11,36,0,0,0,10,105,0
15203,0,32,0,47,0,0,32,0,0,0,12,53,0
15204,5,37,17,23,0,11,0,0,0,14,1,49,0
15205,5,5,5,34,0,18,2,0,0,9,0,32,0
15206,0,21,0,57,0,0,0,0,0,0,0,12,0
15207,0,1,0,48,0,0,0,0,0,0,0,2,0
15208,7,12,0,8,0,0,0,0,0,29,0,48,0
15209,0,7,0,10,0,0,0,0,0,46,10,1,10
15210,0,3,0,0,0,0,0,0,0,14,0,0,0
15211,0,0,0,0,0,0,0,0,10,2,0,1,0
15212,0,0,0,4,1,0,0,0,0,0,0,9,6
15213,0,0,0,3,5,0,0,0,0,0,0,12,10
15214,20,0,0,12,13,0,0,0,0,0,0,0,39
15215,16,6,0,0,10,0,0,0,0,0,0,0,0
15216,0,0,0,18,4,0,0,0,0,0,0,14,0
15217,0,0,0,0,0,0,0,0,0,0,0,0,0
15218,0,0,0,0,0,0,0,0,0,0,0,10,0
15219,0,0,0,0,4,0,0,0,2,0,0,17,4
15220,8,0,0,14,0,0,0,0,0,0,0,0,5
15221,50,8,0,1,39,0,0,0,0,0,0,0,17
15222,1,17,3,5,29,0,0,0,0,0,0,13,0
15223,0,5,6,12,51,0,0,0,0,0,0,27,0
15224,6,6,0,0,40,0,44,0,0,0,0,18,0
15225,12,0,16,0,18,0,8,5,0,0,0,0,0
15226,35,0,11,0,0,6,0,19,6,0,0,0,0
15227,0,0,0,12,2,12,13,0,1,0,0,0,0
15228,5,0,0,16,0,35,2,0,0,0,0,0,0
15229,68,0,0,0,0,3,11,0,0,0,0,0,0
15230,68,0,21,18,15,0,3,9,0,0,0,0,0
15231,74,0,6,0,24,13,53,0,0,0,0,0,20
15232,44,0,9,0,34,1,55,14,0,0,0,0,5
15233,65,0,21,0,0,7,0,24,0,0,0,0,12
15234,36,0,18,0,0,0,40,1,0,0,0,0,6
15235,36,12,0,1,0,0,45,7,0,0,0,0,0
15236,26,0,0,0,0,0,21,0,0,0,0,0,2
15237,25,0,32,0,0,0,11,0,5,0,8,0,0
15238,58,0,27,12,0,0,4,26,0,0,7,0,0
15239,36,0,27,0,0,0,9,0,0,0,0,0,29
15240,16,6,47,6,0,0,0,0,0,0,0,0,0
15241,56,0,37,0,0,0,30,0,0,0,0,0,0
15242,23,5,22,0,1,0,53,5,5,0,0,0,0
15243,45,0,61,6,8,0,37,42,0,0,21,0,0
15244,18,0,64,6,0,0,45,27,0,0,1,0,0
15245,87,0,39,15,29,0,45,0,0,0,9,0,0
15246,41,0,22,0,3,0,56,0,0,5,12,0,0
15247,72,0,21,0,0,0,7,0,0,0,64,0,5
15248,50,7,14,0,4,0,23,0,0,0,9,0,0
15249,59,2,34,0,2,0,40,0,12,0,63,0,12
15250,37,10,2,0,2,0,39,0,12,0,62,0,4
15251,49,6,12,10,1,0,52,19,11,0,41,4,0
15252,41,0,5,0,2,0,31,47,0,0,15,0,0
15253,0,0,0,0,0,0,41,50,0,0,16,0,9
15254,8,0,14,0,0,0,15,42,0,0,10,0,17
15255,39,0,21,0,0,0,15,20,0,0,0,0,0
15256,8,0,17,0,14,0,15,1,29,0,0,5,0
15257,40,16,0,0,16,40,30,6,0,0,38,39,0
15258,27,2,0,19,28,10,48,6,0,0,6,27,0
15259,14,0,5,24,21,0,16,13,0,0,0,35,0
15260,31,0,0,0,16,17,48,50,18,0,2,41,0
15261,61,1,14,10,0,4,66,70,20,0,1,43,0
15262,25,0,0,0,0,0,33,73,47,0,0,44,0
15263,71,0,14,0,0,0,37,60,6,0,0,76,9
15264,27,0,0,0,0,9,17,40,7,0,13,35,60
15265,32,0,0,0,0,6,0,36,24,0,6,75,32
15266,15,0,0,0,0,13,4,80,30,32,3,14,83
15267,0,0,0,0,0,0,42,80,2,7,0,36,84
15268,31,0,0,0,0,0,19,59,8,51,0,41,43
15269,34,11,13,0,0,27,32,43,2,0,0,52,3
15270,25,20,6,0,7,9,0,69,22,0,0,42,28
15271,70,0,0,8,0,4,0,15,84,0,0,55,73
15272,42,0,0,36,0,3,6,28,64,0,0,24,55
15273,6,0,13,13,0,22,7,30,97,35,0,57,80
15274,32,0,12,0,0,12,0,1,66,31,7,65,76
15275,66,0,12,1,0,14,7,19,24,35,0,61,61
15276,55,21,9,4,0,0,6,16,33,8,8,38,38
15277,9,1,43,0,0,0,0,3,0,18,0,45,0
15278,41,14,0,0,4,0,28,10,7,37,0,74,0
15279,67,0,0,21,11,0,17,0,67,15,0,56,18
15280,52,0,4,0,7,3,17,0,68,20,0,62,50
15281,20,0,43,0,0,0,0,0,56,39,0,38,44
15282,59,0,0,0,0,15,10,0,103,37,11,41,54
15283,40,32,19,0,4,0,0,0,72,39,0,24,8
15284,26,0,29,9,0,23,0,0,82,87,0,30,53
15285,15,0,48,17,0,47,0,0,26,39,0,51,33
15286,4,0,34,15,0,48,0,0,55,0,1,40,60
15287,16,0,7,8,0,66,7,0,76,0,35,32,40
15288,0,12,0,1,0,0,8,0,46,6,8,63,10
15289,0,0,0,22,0,0,4,0,64,4,0,56,15
15290,0,0,0,3,0,0,23,0,34,0,0,24,0
15291,0,0,0,26,0,0,0,0,15,0,0,18,14
15292,0,0,0,16,0,0,1,0,20,0,0,61,9
15293,0,0,0,0,0,0,0,0,80,41,0,22,1
15294,0,0,8,1,0,28,6,0,95,51,0,16,0
15295,33,0,50,0,0,77,0,0,61,62,0,75,0
15296,0,0,37,8,22,49,0,0,100,59,0,57,0
15297,29,0,11,32,0,29,0,0,73,71,0,35,0
15298,5,0,29,0,0,27,0,0,85,28,0,18,0
15299,41,0,6,10,0,62,14,0,61,8,0,9,0
15300,0,0,0,0,0,69,0,0,26,23,0,44,0
15301,0,2,5,9,0,50,0,0,21,24,0,34,16
15302,0,0,0,0,0,19,0,0,69,66,0,49,0
15303,0,4,1,0,0,2,0,0,77,47,0,43,0
15304,0,0,7,7,0,0,0,0,51,22,0,5,0
15305,0,12,16,0,0,0,0,0,43,12,0,21,0
15306,0,3,32,0,0,9,0,0,71,0,10,57,0
15307,0,3,5,0,29,37,0,0,32,0,23,52,7
15308,0,0,0,0,2,0,0,0,22,0,0,49,0
15309,0,0,26,0,0,0,0,0,40,4,0,21,0
15310,0,0,9,0,0,6,0,0,52,27,0,32,0
15311,9,0,9,0,3,0,0,0,85,16,0,13,0
15312,10,0,26,8,0,0,0,0,57,0,0,22,0
15313,0,0,5,1,2,7,0,0,36,16,17,43,0
15314,0,0,0,0,38,2,2,0,60,0,59,23,0
15315,0,0,0,11,0,0,0,15,67,0,10,40,0
15316,0,0,2,4,10,0,0,7,41,0,0,34,0
15317,0,0,5,0,0,17,0,3,55,0,4,11,0
15318,1,0,0,0,4,0,0,0,8,16,1,12,0
15319,0,0,0,0,36,0,0,0,0,0,10,43,0
15320,0,6,0,7,16,0,1,0,0,0,11,56,0
15321,0,13,0,0,0,9,0,0,0,0,10,46,0
15322,0,21,0,0,0,2,0,0,23,0,39,27,0
15323,3,29,9,0,12,6,0,0,4,0,20,40,0
15324,4,13,0,0,24,0,0,0,8,0,15,60,0
15325,5,20,0,0,29,0,0,0,4,0,24,63,0
15326,0,54,0,0,13,0,0,0,3,0,19,33,0
15327,13,0,0,0,28,0,0,0,0,0,0,0,0
15328,25,43,0,0,16,0,0,2,0,0,9,11,13
15329,0,13,0,8,22,0,1,8,0,0,20,36,0
15330,16,9,0,1,73,0,0,0,13,0,47,21,0
15331,0,0,0,0,32,0,0,0,0,0,51,75,1
15332,0,45,0,0,19,0,0,0,0,0,52,35,0
15333,0,44,10,0,2,0,0,0,0,0,14,47,17
15334,18,31,32,0,30,0,0,0,0,0,8,50,14
15335,3,63,0,0,63,0,3,0,0,0,6,49,0
15336,3,23,0,0,39,0,0,0,0,0,13,38,0
15337,0,33,11,0,0,0,23,3,0,0,3,24,0
15338,4,31,18,0,0,0,0,2,0,0,9,11,0
15339,25,41,0,0,11,0,3,2,0,0,36,51,0
15340,17,7,0,0,20,0,0,13,0,0,0,44,0
15341,5,36,0,0,26,0,0,22,0,0,1,59,0
15342,8,27,1,0,8,0,0,5,0,0,0,40,0
15343,69,56,0,31,5,0,0,24,0,7,0,64,0
15344,39,84,0,0,4,0,0,9,11,0,4,42,0
15345,32,25,0,0,0,0,0,27,0,0,1,0,0
15346,44,43,0,2,0,0,0,15,13,0,10,4,0
15347,53,34,3,1,0,0,0,2,2,0,4,7,0
15348,59,61,0,0,26,0,4,30,0,3,1,14,0
15349,37,81,0,0,55,0,0,46,12,0,0,0,0
15350,44,59,0,0,0,0,12,42,0,0,0,18,0
15351,46,34,3,0,14,0,1,30,0,0,0,15,0
15352,5,58,13,0,0,0,5,21,0,8,17,8,0
15353,0,46,4,10,0,0,0,33,0,0,6,31,0
15354,0,58,0,0,0,0,0,0,0,0,6,41,5
15355,10,10,0,0,0,3,0,68,0,11,12,28,2
15356,22,35,0,6,0,0,0,8,0,0,0,32,12
15357,30,43,0,0,0,0,0,21,0,0,0,34,0
15358,20,54,0,0,0,0,0,3,0,0,0,33,4
15359,0,41,0,11,0,0,14,0,11,0,0,32,24
15360,0,35,0,0,0,0,0,4,6,0,0,19,27
15361,0,80,0,2,0,0,9,0,2,0,26,16,5
15362,0,76,0,0,15,0,15,0,0,7,0,0,1
15363,0,37,0,0,0,0,0,0,0,0,0,22,18
15364,0,30,15,8,5,0,0,0,0,0,0,14,5
15365,0,0,17,4,13,0,0,5,0,0,0,6,16
15366,0,22,0,0,0,9,0,0,0,0,0,0,0
15367,0,72,0,0,9,7,0,0,0,0,0,0,0
15368,0,54,0,0,13,0,0,0,0,0,0,18,29
15369,0,56,0,0,0,0,0,0,0,0,0,5,15
15370,4,51,0,0,80,0,0,3,18,4,0,10,36
15371,0,55,0,0,19,0,0,0,0,0,0,0,36
15372,0,51,0,0,0,0,0,0,3,0,0,0,103
15373,0,37,0,2,8,0,0,0,0,0,28,0,24
15374,3,76,0,8,0,0,16,3,0,42,20,0,41
15375,7,32,0,0,0,0,0,4,23,1,14,0,59
15376,0,71,0,0,1,0,0,43,0,1,6,0,47
15377,6,35,0,0,0,0,10,6,5,12,0,10,62
15378,0,31,0,6,0,6,0,25,0,0,0,0,103
15379,11,41,0,0,0,0,0,2,0,11,0,0,47
15380,16,18,0,0,24,0,16,0,0,48,0,0,29
15381,0,34,0,30,2,24,0,2,0,0,0,1,0
15382,0,62,4,20,0,15,0,0,0,0,0,1,0
15383,0,51,8,4,0,0,5,3,0,13,0,0,0
15384,0,33,9,7,1,0,0,5,0,3,6,5,0
15385,2,57,14,5,0,0,0,0,0,0,0,0,0
15386,1,71,0,20,0,0,0,19,0,0,0,0,0
15387,7,25,0,5,2,0,0,0,0,0,0,0,0
15388,0,54,0,0,16,0,0,0,0,0,0,0,0
15389,43,75,0,36,0,0,2,0,0,0,0,0,0
15390,3,18,0,9,0,0,0,4,0,0,2,6,0
15391,0,41,0,0,0,0,0,8,0,3,5,2,0
15392,0,39,45,2,0,0,0,0,0,18,0,5,0
15393,0,51,36,8,0,0,4,0,0,0,0,0,11
15394,0,49,3,0,0,24,0,0,0,0,0,0,0
15395,0,49,0,0,0,13,0,0,0,1,0,0,0
15396,0,13,0,0,0,0,0,0,0,0,0,0,0
15397,13,75,22,0,0,6,11,0,0,0,0,0,0
15398,3,54,0,0,0,0,1,0,0,4,0,0,0
15399,0,43,0,0,0,0,16,1,0,6,0,0,0
15400,2,49,11,0,0,0,2,0,0,4,0,1,0
15401,0,61,0,0,0,0,13,28,0,0,0,0,0
15402,0,59,0,0,0,8,48,46,0,0,0,0,0
15403,0,17,0,0,0,28,25,27,0,0,0,0,0
15404,0,50,0,0,0,0,14,39,28,0,0,0,0
15405,9,41,0,0,3,0,3,60,0,0,0,0,0
15406,20,29,14,0,24,0,21,19,0,0,0,3,0
15407,0,0,40,0,0,0,0,9,0,0,0,0,0
15408,0,19,21,11,0,0,2,25,0,0,0,0,26
15409,0,20,17,1,0,0,0,48,0,0,0,2,13
15410,0,7,35,0,0,2,2,50,0,0,0,0,0
15411,0,0,31,0,0,10,0,87,0,11,0,0,11
15412,0,0,0,0,0,3,0,21,8,3,0,0,0
15413,0,0,0,0,4,0,13,72,0,0,0,0,0
15414,0,6,20,0,0,0,39,4,0,0,0,0,0
15415,3,10,5,9,0,0,6,62,0,0,0,0,0
15416,14,33,7,0,3,0,0,52,2,0,12,0,0
15417,0,50,3,5,3,0,0,59,0,0,2,0,0
15418,0,28,20,48,8,0,0,30,4,0,0,0,0
15419,0,0,43,0,13,0,0,61,0,0,0,0,0
15420,0,0,5,0,0,0,0,9,0,0,0,25,0
15421,0,0,25,5,1,0,0,31,0,0,0,0,0
15422,0,0,38,0,23,0,0,27,0,3,0,0,0
15423,0,0,29,0,0,0,0,21,0,2,0,0,0
15424,0,0,39,0,16,2,16,0,0,0,0,0,0
15425,0,0,17,0,0,0,2,3,0,0,6,0,0
15426,0,0,76,0,0,0,0,19,0,0,0,0,0
15427,0,0,27,10,2,0,0,14,19,0,2,0,20
15428,0,0,35,5,4,0,0,6,0,7,4,0,0
15429,0,10,22,0,86,0,0,5,0,5,6,0,0
15430,0,19,53,2,61,0,0,0,0,0,0,0,16
15431,6,13,48,6,68,0,0,11,0,0,0,0,0
15432,9,16,17,0,67,0,0,0,0,12,0,0,2
15433,0,0,21,0,45,0,0,0,0,59,0,2,0
15434,0,0,26,0,45,0,0,0,0,57,0,0,0
15435,0,0,52,22,76,0,0,0,0,0,0,0,0
15436,0,0,22,0,62,0,0,0,0,25,45,0,0
15437,1,0,20,9,62,0,0,0,0,0,10,0,0
15438,0,17,1,3,41,19,0,0,0,0,59,0,0
15439,8,0,47,5,75,24,0,0,0,0,0,0,0
15440,5,0,18,21,67,7,0,0,0,0,0,0,0
15441,0,0,5,0,16,0,0,0,0,0,4,0,2
15442,0,0,12,0,19,0,0,0,0,0,13,3,11
15443,0,0,9,0,48,12,0,0,0,0,0,0,7
15444,0,24,13,23,22,39,0,0,0,0,19,1,7
15445,0,4,49,57,0,5,0,0,2,0,0,0,0
15446,0,5,1,72,75,12,0,3,0,0,9,0,0
15447,0,6,0,30,32,0,0,19,1,0,0,0,0
15448,0,0,18,5,78,3,0,0,1,32,13,0,0
15449,0,0,0,1,7,4,0,0,14,17,9,0,0
15450,0,0,0,27,26,0,0,0,11,8,2,0,0
15451,2,11,5,35,43,0,0,0,0,1,13,17,0
15452,12,21,15,45,12,3,0,0,0,0,42,2,0
15453,3,8,0,47,43,0,0,0,0,1,61,0,7
15454,0,51,0,75,13,47,0,0,0,20,24,13,1
15455,15,41,0,37,58,5,0,0,0,0,40,14,18
15456,0,26,0,7,49,21,0,0,0,0,33,8,8
15457,0,48,0,0,49,29,0,0,0,6,59,0,0
15458,0,17,0,46,20,8,0,0,8,39,60,0,2
15459,0,5,0,45,66,0,0,14,31,9,42,0,0
15460,0,62,0,58,38,0,0,0,7,0,36,0,0
15461,0,65,10,29,46,4,0,0,0,0,50,0,16
15462,0,91,41,26,38,9,0,0,0,0,59,0,0
15463,0,60,0,18,36,0,10,0,0,0,24,0,0
15464,0,52,0,47,56,0,2,0,0,0,16,0,0
15465,0,42,1,37,6,0,0,0,22,0,70,0,0
15466,3,60,1,37,29,0,6,0,21,0,49,15,0
15467,2,44,0,40,30,0,0,0,6,0,23,0,4
15468,12,33,4,53,24,0,24,0,47,0,71,0,2
15469,0,31,0,54,26,0,0,0,9,23,24,0,0
15470,0,0,2,51,65,0,0,0,0,6,44,0,0
15471,0,0,3,23,69,0,0,0,4,0,21,0,0
15472,0,0,0,26,57,0,0,0,23,0,0,0,14
