time,m1_act,m2_act,m3_act,m4_act,m5_act,m6_act,m7_act,m8_act,m9_act,m10_act,m11_act,m12_act,m13_act,m1_temp,m2_temp,m3_temp,m4_temp,m5_temp,m6_temp,m7_temp,m8_temp,m9_temp,m10_temp,m11_temp,m12_temp,m13_temp,day,hour,is_night,is_estrus,f1_act,f2_act,f3_act,f4_act,f5_act,f6_act,f7_act,f8_act,f9_act,f10_act,f11_act,f12_act,f13_act,f1_temp,f2_temp,f3_temp,f4_temp,f5_temp,f6_temp,f7_temp,f8_temp,f9_temp,f10_temp,f11_temp,f12_temp,f13_temp
61,10.183333333333334,46.15,22.616666666666667,2.0,6.1,3.3,4.233333333333333,6.5,1.0833333333333333,0.8333333333333334,4.466666666666667,9.5,24.533333333333335,35.84216666666667,38.02633333333333,36.367666666666665,36.75083333333334,36.0395,35.444833333333335,35.93416666666667,35.769,35.3915,35.717333333333336,36.20341551583333,35.61966666666667,36.62166666666667,3,13,True,False,2.2333333333333334,1.9166666666666667,12.533333333333333,12.8,63.71666666666667,4.016666666666667,6.5,2.1,34.333333333333336,6.616666666666666,3.15,5.533333333333333,0.43333333333333335,36.45233333333333,36.5665,36.506166666666665,36.57483333333333,38.9145,36.57166666666667,36.714333333333336,36.4445,37.08383333333334,35.76483333333333,37.507,35.795833333333334,36.1
62,16.133333333333333,36.05,0.65,15.466666666666667,34.06666666666667,10.583333333333334,3.6,34.166666666666664,16.266666666666666,5.25,28.6,5.477521921666666,39.36666666666667,36.34166666666667,37.493500000000004,35.97933333333333,35.50533333333333,36.22933333333334,36.04600000000001,35.5275,36.90783333333333,35.66916666666667,35.616499999999995,36.3195,35.65333333333333,36.93733333333333,3,14,True,False,7.633333333333334,23.6,31.266666666666666,27.734453120333335,59.589480781666666,0.9166666666666666,14.166666666666666,2.2333333333333334,3.033333333333333,1.7,22.95,12.766666666666667,2.4833333333333334,36.35366666666666,37.258,37.23916666666666,37.29816666666667,38.62433333333333,36.217333333333336,36.78283333333333,36.4615,36.30133333333333,35.924,38.1274579125,36.263000000000005,35.895833333333336
63,5.233333333333333,29.6,14.833333333333334,2.15,1.65,1.9666666666666666,15.9,14.533333333333333,2.5833333333333335,4.2,1.1166666666666667,7.283333333333333,3.1,35.61666666666667,37.43716666666667,36.25033333333333,36.5765,36.00933333333333,35.71183333333333,36.07383333333333,36.52583333333334,35.68333333333333,35.69533333333333,36.05883333333334,35.746833333333335,36.062333333333335,3,15,True,False,2.8666666666666667,1.1833333333333333,3.5,2.3333333333333335,50.96666666666667,5.266666666666667,1.6833333333333333,19.466666666666665,19.9,24.6,8.3,1.0333333333333334,10.916666666666666,36.51766666666666,36.480333333333334,36.11633333333334,36.364333333333335,38.391,36.35616666666667,36.628166666666665,37.01616666666666,36.54933333333334,36.53033333333334,37.493833333333335,35.85616666666667,35.84866666666667
64,15.583333333333334,19.333333333333332,7.05,7.8,17.383333333333333,4.033333333333333,2.55,3.2,1.0833333333333333,1.6166666666666667,14.733333333333333,9.016666666666667,10.733333333333333,36.286500000000004,37.392,35.602,36.33766666666667,36.104,35.7185,35.76433333333333,36.01383333333333,35.37316666666666,35.59133333333333,36.17483333333333,35.998666666666665,36.165333333333336,3,16,True,False,3.45,2.816666666666667,4.033333333333333,1.5166666666666666,13.033333333333333,1.6,2.3,2.3833333333333333,1.85,2.033333333333333,5.066666666666666,19.1,1.8,36.30733333333333,36.474000000000004,35.961666666666666,36.3375,37.43866666666667,36.208333333333336,36.4675,36.3735,36.184333333333335,36.247499999999995,37.48566666666667,36.37233333333334,36.064
65,6.233333333333333,49.35,12.9,2.566666666666667,43.43333333333333,2.466666666666667,1.4333333333333333,1.4666666666666666,3.183333333333333,8.783333333333333,6.983333333333333,2.2666666666666666,25.633333333333333,36.225500000000004,37.87833333333333,36.1105,37.0,37.3115,35.7305,35.799166666666665,36.18116666666666,35.698,35.909,36.26016666666667,35.64183333333334,36.850833333333334,3,17,True,False,14.55,2.6166666666666667,26.1,26.6,5.566666666666666,4.583333333333333,4.783333333333333,0.6333333333333333,2.3666666666666667,12.5,5.483333333333333,0.5666666666666667,1.1833333333333333,36.52183333333333,36.50416666666667,36.754333333333335,37.12316666666666,36.842,36.1635,36.66433333333334,36.06916666666667,35.67733333333333,36.20916666666667,37.361999999999995,35.85316666666667,35.8635
66,0.4666666666666667,11.966666666666667,11.766666666666667,5.15,0.6333333333333333,10.333333333333334,2.183333333333333,9.383333333333333,11.416666666666666,11.75,13.8,23.560855255,13.7,35.54666666666667,37.27066666666666,36.241166666666665,37.0,35.50516666666667,36.106833333333334,35.75966666666667,36.29816666666667,35.82733333333333,35.69949999999999,35.974424516999996,36.029833333333336,36.38816666666666,3,18,True,False,3.683333333333333,17.433333333333334,2.15,5.784453120333334,0.8333333333333334,7.7,7.166666666666667,3.1666666666666665,12.1,1.8666666666666667,17.566666666666666,3.15,19.433333333333334,36.757333333333335,36.90533333333334,36.114333333333335,36.683,36.83616666666667,36.42283333333333,36.83866666666667,35.9705,36.364000000000004,35.90466666666667,37.409666666666666,35.734500000000004,36.033
67,15.516666666666667,5.183333333333334,2.816666666666667,12.266666666666667,15.816666666666666,1.5666666666666667,23.133333333333333,5.5,58.58152709666667,47.483333333333334,51.53333333333333,47.4,23.70472831833333,36.196000000000005,36.68416666666667,35.77633333333333,36.11083333333333,36.0785,35.708,36.26466666666667,36.10883333333334,37.36133333333333,37.45916666666667,37.93266666666667,37.633833333333335,36.693,3,19,True,False,2.6666666666666665,41.88333333333333,3.466666666666667,0.75,1.5833333333333333,2.6166666666666667,2.9833333333333334,25.716666666666665,3.0,19.0,3.7666666666666666,5.316666666666666,3.0833333333333335,36.370999999999995,37.87416666666666,36.02916666666667,36.351,36.74933333333333,36.18766666666667,36.63983333333333,36.94283333333333,36.06516666666666,36.545833333333334,37.83566666666666,35.81966666666666,36.136833333333335
68,1.7666666666666666,35.56666666666667,11.133333333333333,8.55,10.183333333333334,17.016666666666666,1.45,20.633333333333333,42.25,4.15,44.03333333333333,50.166666666666664,12.083333333333334,35.78933333333334,37.66316666666667,35.856833333333334,36.289833333333334,35.8253139,35.96566666666667,35.487833333333334,36.59683333333333,36.896166666666666,35.94866666666667,37.38783333333333,36.98266666666667,36.029666666666664,3,20,True,False,4.1,5.683333333333334,1.6333333333333333,11.833333333333334,18.633333333333333,7.166666666666667,3.7333333333333334,2.2666666666666666,20.633333333333333,3.1166666666666667,18.033333333333335,0.5166666666666667,1.4333333333333333,36.355000000000004,36.597,35.830000000000005,36.91733333333333,37.01583333333333,36.163000000000004,36.51116666666667,36.522166666666664,36.90116666666667,36.3095,37.38183333333333,35.9041329585,35.798
69,19.3,22.983333333333334,11.616666666666667,5.9,37.416666666666664,8.316666666666666,25.666666666666668,14.116666666666667,1.2333333333333334,19.316666666666666,34.38333333333333,5.0,44.46666666666667,36.24533333333333,37.283,36.173,36.100500000000004,36.48833333333334,36.028,36.318333333333335,36.410999999999994,35.60316666666667,35.92733333333333,36.67766666666667,36.008,37.613166666666665,3,21,True,False,12.883333333333333,22.816666666666666,4.716666666666667,2.8,3.8,10.666666666666666,6.483333333333333,14.883333333333333,2.6666666666666665,2.5,5.483333333333333,0.9,18.433333333333334,36.9045,37.65866666666667,36.035999999999994,36.53216666666666,37.1885,36.643,36.879,36.79683333333333,36.17483333333334,36.01940868,37.899166666666666,35.736,36.79316666666667
70,0.1,6.066666666666666,7.916666666666667,15.333333333333334,26.4,7.883333333333334,3.95,10.35,13.7,12.816666666666666,14.65,13.333333333333334,30.266666666666666,35.9,36.5625,35.62383333333333,36.247499999999995,35.94683333333333,35.86633333333334,36.007666666666665,36.006,35.67466666666667,36.59116666666667,36.251999999999995,35.74216666666667,37.31716666666667,3,22,True,False,5.133333333333334,1.7333333333333334,16.8,7.666666666666667,13.266666666666667,3.6,6.9,3.3833333333333333,49.11666666666667,20.816666666666666,9.633333333333333,19.55,5.2,36.67016666666667,36.51716666666667,36.718333333333334,36.93216666666667,36.9865,36.475500000000004,36.743500000000004,36.250166666666665,37.4315,36.9385,37.53966666666667,36.6485,36.32166666666667
71,12.116666666666667,18.483333333333334,8.616666666666667,31.45,58.55,15.466666666666667,15.366666666666667,8.7,34.7,19.316666666666666,19.033333333333335,12.766666666666667,24.866666666666667,36.37583333333334,37.06283333333333,36.17333333333333,36.58133333333333,37.68333333333333,36.05916666666667,36.542500000000004,36.528,36.003166666666665,36.664833333333334,36.498666666666665,35.81516666666666,37.57333333333334,3,23,True,False,20.866666666666667,3.3666666666666667,6.583333333333333,16.433333333333334,13.916666666666666,15.416666666666666,13.75,22.366666666666667,54.583333333333336,11.85,19.966666666666665,3.8333333333333335,29.75,37.6715,36.603833333333334,36.285,37.31216666666667,37.32716666666667,36.85433333333334,37.2505,37.0195,37.74066666666667,36.54516666666667,38.19083333333333,36.33183333333333,37.370666666666665
72,16.25,11.566666666666666,19.910420688333332,23.433333333333334,54.266666666666666,23.933333333333334,42.983333333333334,33.016666666666666,15.25,39.25,25.016666666666666,26.883333333333333,23.883333333333333,36.62116666666667,36.80050000000001,36.436,36.8975,37.832499999999996,36.609,36.86666666666667,37.98800000000001,36.249,36.872,36.824666666666666,36.63883333333333,36.998000000000005,4,0,False,False,31.416666666666668,50.233333333333334,39.7,23.3,25.766666666666666,29.583333333333332,36.666666666666664,24.666666666666668,29.883333333333333,32.28333333333333,29.3,22.866666666666667,34.61666666666667,38.320166666666665,38.04516666666667,37.754,37.42833333333333,37.54883333333333,37.305166666666665,37.86266666666667,36.675,37.28733333333333,37.56933333333333,38.48717901249999,37.10616666666667,37.61683333333334
73,48.9,61.416666666666664,47.0,73.13333333333334,50.6,56.233333333333334,56.21666666666667,21.133333333333333,38.516666666666666,60.13333333333333,71.98333333333333,56.53333333333333,55.13333333333333,37.88366666666666,38.031333333333336,37.526666666666664,37.751999999999995,38.04866666666667,37.909666666666666,37.88416666666667,37.86116666666667,37.396166666666666,38.3695,37.691833333333335,37.7465,38.06766666666667,4,1,False,False,26.483333333333334,19.033333333333335,23.383333333333333,45.766666666666666,43.55,71.90349956,41.68333333333333,56.55,66.56666666666666,55.47497766666667,43.75,36.266666666666666,38.05,38.602333333333334,37.5815,37.75516666666667,38.451,38.60616666666667,38.52583333333334,38.751,38.2635,38.039,38.1395,38.5547211,37.776666666666664,37.3365
74,55.65,52.2,37.81666666666667,67.25,47.166666666666664,55.88333333333333,57.9,21.566666666666666,29.3,50.85,72.1,50.71666666666667,46.1,38.09466666666666,37.709666666666664,37.71066666666666,37.44833333333334,37.98683333333334,37.8545,38.08233333333333,37.89533333333333,37.471000000000004,38.045833333333334,37.8735,37.5875,37.844833333333334,4,2,False,False,18.583333333333332,46.666666666666664,26.994009814666665,49.81666666666667,44.56666666666667,58.53333333333333,34.86666666666667,52.61666666666667,71.65,69.716622,44.76720660833333,32.266666666666666,32.266666666666666,38.196,37.982,37.35633333333333,38.59066666666667,38.7555,38.44766666666667,38.587333333333326,38.40416666666667,37.9865,38.18566666666666,38.43183333333333,37.60933333333333,37.42883333333334
75,61.55,33.53333333333333,30.7,79.48333333333333,69.65,32.81666666666667,50.36666666666667,30.966666666666665,17.683333333333334,58.05,68.38333333333334,20.916666666666668,42.233333333333334,37.98416666666667,37.03416666666667,37.343333333333334,37.626333333333335,38.092666666666666,37.30433333333333,37.96183333333333,37.729166666666664,36.81716666666667,37.80050000000001,37.6155,36.68366666666667,37.72383333333333,4,3,False,False,22.516666666666666,49.8,28.033333333333335,45.81666666666667,40.86666666666667,55.1,38.86666666666667,52.13333333333333,59.61666666666667,65.51666666666667,43.53333333333333,19.866666666666667,20.6,38.1955,38.38816666666666,38.1795,38.376333333333335,38.54933333333334,38.29566666666666,38.459666666666664,38.402166666666666,37.825833333333335,38.092666666666666,37.93783333333333,37.207499999999996,36.92733333333333
76,44.733333333333334,16.833333333333332,17.2,62.63333333333333,38.5,23.133333333333333,55.4,6.966666666666667,34.8,53.78333333333333,70.15,47.4,35.4,37.58416666666667,36.92766666666667,36.54533333333333,37.36116666666667,37.69883333333333,36.708666666666666,37.62566666666667,36.4855,36.95616666666667,37.883,37.5565,37.0925,37.868500000000004,4,4,False,False,17.733333333333334,53.88333333333333,25.733333333333334,42.15,22.216666666666665,67.75,40.56666666666667,47.3,36.1,34.68333333333333,13.7,8.116666666666667,32.18333333333333,38.23983333333333,38.363166666666665,38.05216666666667,38.37766666666666,37.741499999999995,38.4285,38.35033333333333,38.269999999999996,37.39433333333333,37.75966666666667,37.789,36.80983333333334,37.223166666666664
77,51.8,17.7,39.5,67.06666666666666,1.9,57.21666666666667,66.85,37.766666666666666,16.15,48.65,83.26866422166667,42.4,31.366666666666667,37.770833333333336,37.063833333333335,37.17766666666667,37.29233333333333,36.346000000000004,37.611666666666665,37.926500000000004,37.266,36.564166666666665,37.991,37.382,36.98016666666667,37.40383333333333,4,5,False,False,20.433333333333334,47.4,29.883333333333333,39.516666666666666,12.1,66.16666666666667,42.03333333333333,48.53333333333333,3.85,2.5833333333333335,22.583333333333332,27.733333333333334,35.43333333333333,38.22666666666667,38.2755,37.9705,38.30283333333333,37.278666666666666,38.43216666666667,38.30166666666666,38.16733333333333,36.60516666666667,36.690000000000005,38.47566666666667,37.3375,37.214333333333336
78,47.55,21.15,48.733333333333334,62.68333333333333,30.866666666666667,63.86666666666667,61.266666666666666,53.416666666666664,38.55,50.766666666666666,84.57066177666667,7.233333333333333,21.1,37.73766666666667,36.81033333333333,37.41866666666667,37.24733333333334,37.15497187133334,37.6885,37.96216666666667,37.80883333333334,37.32449999999999,38.17033333333333,37.3805,36.379,37.28633333333333,4,6,False,False,25.2,26.1,19.583333333333332,41.96666666666667,45.53333333333333,64.03024934,29.5,45.85,48.18333333333333,14.866666666666667,6.65,17.45,34.416666666666664,38.385,37.64066666666667,37.6875,38.34316666666667,38.49633333333333,38.43716666666667,37.78916666666667,38.251333333333335,37.37716666666667,36.95066666666666,38.096333333333334,36.89183333333333,37.0445
79,54.13333333333333,60.71666666666667,32.38333333333333,25.75,5.916666666666667,12.766666666666667,52.56666666666667,54.7,42.04819376333333,53.25,52.770661776666664,40.96666666666667,25.65,37.739333333333335,37.916333333333334,37.417,36.758833333333335,36.583,36.79783333333333,37.674166666666665,37.7515,37.35766666666667,38.038333333333334,36.86416666666666,36.782333333333334,37.58533333333333,4,7,False,False,34.81666666666667,1.1166666666666667,22.55,18.55,39.4,61.96666666666667,12.716666666666667,51.333333333333336,15.7,22.833333333333332,34.166666666666664,24.882118466666668,41.666666666666664,38.37583333333334,36.54633333333334,37.353833333333334,37.410999999999994,38.355000000000004,38.3065,37.284666666666666,38.1875,37.12583333333334,37.508833333333335,37.775999999999996,37.18033333333334,37.053
80,19.8,49.7,19.95,15.466666666666667,27.216666666666665,51.03333333333333,36.78333333333333,36.916666666666664,45.781527096666665,19.983333333333334,73.00399511,37.15,15.183333333333334,37.130833333333335,37.602333333333334,36.996833333333335,36.30416666666667,36.790166666666664,37.25066666666667,37.31233333333333,37.285666666666664,37.221333333333334,36.81766666666667,37.13333333333333,36.830666666666666,37.032000000000004,4,8,False,False,19.5,6.333333333333333,12.583333333333334,1.2666666666666666,10.583333333333334,48.06666666666667,32.483333333333334,52.21666666666667,2.85,11.833333333333334,21.45,24.066666666666666,45.2,37.77766666666666,36.5235,36.685500000000005,36.5865,37.4855,37.940666666666665,38.2985,38.156,36.39416666666667,37.05050000000001,37.54183333333334,37.100833333333334,37.23233333333334
81,39.36666666666667,34.6,24.9,19.75,9.65,55.06666666666667,68.4,4.133333333333334,43.03333333333333,12.866666666666667,43.3,12.033333333333333,21.866666666666667,37.40083333333334,37.4065,36.626333333333335,36.58866666666667,36.06466666666667,37.6305,37.5135,36.37116666666667,37.04316666666667,36.25,36.67933333333333,35.97983333333333,36.66566666666667,4,9,False,False,4.466666666666667,19.95,8.983333333333333,19.95,20.466666666666665,5.6,11.233333333333333,48.416666666666664,34.083333333333336,30.933333333333334,27.983333333333334,27.0,36.53333333333333,36.711999999999996,37.520833333333336,36.223499999999994,37.25183333333334,38.055166666666665,36.84583333333333,37.1875,37.949,36.941833333333335,37.6935,38.0715,37.29566666666666,37.05883333333334
82,17.733333333333334,6.583333333333333,19.383333333333333,17.1,4.483333333333333,20.216666666666665,24.333333333333332,15.666666666666666,39.416666666666664,11.55,40.38333333333333,15.633333333333333,10.75,37.163333333333334,36.38583333333334,36.468833333333336,36.2355,37.71672898933333,36.79683333333333,37.103500000000004,36.309,36.70633333333333,36.636833333333335,36.7405,36.29983333333334,36.53966666666667,4,10,False,False,12.5,3.216666666666667,9.9,3.066666666666667,33.55,27.366666666666667,25.3,1.85,4.233333333333333,7.666666666666667,10.333333333333334,35.083333333333336,1.5333333333333334,36.9625,36.329166666666666,36.6105,36.69116666666666,38.24466666666667,37.38283333333333,37.3525,36.49916666666666,36.67133333333334,36.53333333333333,38.10583333333333,37.356,36.218666666666664
83,1.9,23.733333333333334,23.8,4.466666666666667,15.933333333333334,8.583333333333334,13.6,18.75,0.6333333333333333,28.4,12.716666666666667,19.816666666666666,17.533333333333335,36.397166666666664,37.1475,36.45,36.11116666666667,36.284,36.118500000000004,36.79216666666667,36.0675,35.63033333333333,36.8875,36.59963195233333,36.88333333333333,36.76033333333333,4,11,False,False,19.683333333333334,19.133333333333333,2.1666666666666665,9.266666666666667,16.083333333333332,9.866666666666667,14.083333333333334,25.3,1.7,9.416666666666666,13.35,16.1,10.3,37.48116666666667,37.14783333333333,36.1145,36.65116666666667,37.65916666666667,36.85333333333333,37.085166666666666,37.034,35.92733333333333,36.395999999999994,37.917500000000004,36.665333333333336,36.402
84,17.25,19.5,14.35,2.8666666666666667,17.283333333333335,24.6,7.166666666666667,30.616666666666667,4.916666666666667,0.8333333333333334,5.783333333333333,2.0,1.1,36.565333333333335,37.00066666666667,36.508500000000005,35.716,36.47480724733334,36.60966666666666,36.612833333333334,36.52633333333333,35.48066666666667,35.5895,37.04676311316667,35.406333333333336,36.122499999999995,4,12,True,False,2.05,3.3,9.0,1.85,1.9166666666666667,5.933333333333334,2.55,0.7833333333333333,5.383333333333334,1.0666666666666667,3.0166666666666666,6.35,2.8833333333333333,36.62566666666667,36.48533333333333,36.23016666666667,36.467666666666666,37.063,36.299,36.788000000000004,36.456,36.05683333333333,35.822,37.56733333333333,36.119,36.13766666666667
85,1.9666666666666666,30.85,6.783333333333333,7.15,20.6,1.5,18.666666666666668,2.3,0.9833333333333333,6.666666666666667,41.166666666666664,0.75,34.733333333333334,35.564166666666665,37.3175,36.04866666666667,36.0875,36.17516666666667,35.252833333333335,36.528666666666666,35.438833333333335,35.26766666666666,36.024499999999996,36.6245,35.592999999999996,37.01583333333333,4,13,True,False,4.583333333333333,2.1666666666666665,15.583333333333334,26.833333333333332,26.383333333333333,3.65,44.93333333333333,2.7,45.56666666666667,1.3666666666666667,2.55,3.6333333333333333,1.55,36.570166666666665,36.432,36.544666666666664,37.084500000000006,37.81016666666667,36.59166666666667,38.40383333333333,36.19283333333333,37.274499999999996,35.56916666666667,37.434999999999995,35.873000000000005,35.76983333333333
86,10.4,46.233333333333334,9.033333333333333,1.75,6.283333333333333,2.0166666666666666,7.933333333333334,21.616666666666667,19.7,4.316666666666666,2.8,7.9,29.183333333333334,36.026500000000006,37.423,35.97033333333333,36.96666666666667,35.873473914,35.3405,36.365,36.30383333333334,36.17466666666667,35.5125,36.2025821825,35.982499999999995,36.88583333333334,4,14,True,False,17.7,30.066666666666666,8.0,10.316666666666666,2.4,1.6,35.516666666666666,11.366666666666667,26.85,1.05,6.966666666666667,1.1333333333333333,7.566666666666666,37.051833333333335,37.568333333333335,36.31966666666666,36.777833333333334,36.977833333333336,36.38916666666667,38.1625,36.617666666666665,37.031666666666666,35.65833333333333,37.28616666666667,36.00783333333333,35.999
87,4.216666666666667,9.916666666666666,21.333333333333332,2.6,30.283333333333335,7.383333333333334,1.0833333333333333,2.2,0.6333333333333333,1.4666666666666666,19.916666666666668,2.2333333333333334,32.166666666666664,36.208499999999994,36.577,36.16916666666667,36.9335,36.667500000000004,35.80683333333333,35.23633333333333,35.64866666666667,35.626333333333335,35.358333333333334,36.423,35.407666666666664,36.97683333333334,4,15,True,False,8.016666666666667,3.4833333333333334,25.833333333333332,2.783333333333333,2.566666666666667,7.283333333333333,6.466666666666667,6.783333333333333,2.783333333333333,24.85,16.416666666666668,1.4666666666666666,10.883333333333333,37.0685,36.71333333333334,37.268,36.43283333333333,36.6785,36.339333333333336,36.9865,36.334666666666664,35.94266666666667,36.424499999999995,37.95516666666666,36.03516666666667,35.87516666666667
88,1.85,9.45,3.0,12.316666666666666,30.533333333333335,4.65,4.366666666666666,3.0833333333333335,3.966666666666667,14.066666666666666,2.466666666666667,0.05,1.45,35.881166666666665,36.378,35.292833333333334,35.859,36.560482609333334,35.29333333333333,35.8455,35.747,35.656666666666666,35.835,36.10298264283333,35.477999999999994,35.63183333333333,4,16,True,False,2.9,3.8666666666666667,20.416666666666668,8.4,19.65,3.6666666666666665,2.7,2.75,4.133333333333334,49.03333333333333,4.766666666666667,12.95,13.516666666666667,36.482166666666664,36.357166666666664,36.60116666666667,36.61983333333333,37.064166666666665,36.359500000000004,36.539,36.41833333333333,35.80533333333334,38.11016666666667,37.716833333333334,36.19283333333333,36.102582819
89,16.533333333333335,22.3,17.566666666666666,2.533333333333333,30.966666666666665,2.6,11.133333333333333,8.283333333333333,19.531527096666665,1.25,17.983333333333334,22.066666666666666,4.416666666666667,36.70466666666667,36.675666666666665,36.16166666666666,35.84616666666667,37.020833333333336,35.517,36.54083333333333,36.28933333333334,35.98866666666667,35.53433333333333,36.43816666666667,36.257,35.64866666666667,4,17,True,False,2.3833333333333333,31.9,3.6666666666666665,9.05,10.966666666666667,2.8,4.5,3.5166666666666666,2.1,45.266666666666666,4.55,12.783333333333333,0.8,36.3275,37.632333333333335,35.727666666666664,36.81516666666666,37.33166666666667,36.11983333333333,36.39933333333333,36.1455,35.827,37.90416666666667,37.146166666666666,36.25333333333333,35.8555
90,0.43333333333333335,9.933333333333334,6.783333333333333,2.0,1.4666666666666666,0.016666666666666666,0.9,2.55,1.1666666666666667,3.35,0.7166666666666667,1.35,23.666666666666668,35.59733333333334,36.540166666666664,35.7375,36.6375,35.656,35.38366666666666,36.01233333333333,35.745666666666665,35.4405,35.62,35.777,35.705000000000005,36.70066666666666,4,18,True,False,11.55,54.8,2.2,5.166666666666667,1.9166666666666667,2.216666666666667,4.483333333333333,19.9,1.85,44.35,19.316666666666666,1.2666666666666666,3.3333333333333335,36.470166666666664,38.539,35.69703190333333,36.583666666666666,36.69983333333333,36.142,36.68366666666667,36.55733333333333,35.89483333333333,37.65833333333333,37.56333333333334,36.291000000000004,35.76716666666667
91,10.1,7.9,4.05,16.133333333333333,33.733333333333334,10.333333333333334,14.25,11.566666666666666,2.85,4.15,21.218664221666664,1.1833333333333333,25.183333333333334,36.388000000000005,36.3495,35.29983333333334,36.653,36.650999999999996,35.739333333333335,36.01766666666666,36.314,35.52133333333334,35.788333333333334,36.2055,35.56716666666667,36.75366666666666,4,19,True,False,2.45,32.45,14.616666666666667,19.383333333333333,2.1,6.083333333333333,3.316666666666667,1.2,22.316666666666666,36.35,1.3333333333333333,1.4,1.5,36.405,37.99083333333333,36.508833333333335,36.83183333333333,36.58416666666667,36.13433333333333,36.40783333333333,36.208999999999996,36.71116666666667,37.38966666666667,37.229,35.843833333333336,35.766333333333336
92,1.6166666666666667,7.166666666666667,14.283333333333333,4.083333333333333,35.11666666666667,5.866666666666666,5.633333333333334,2.5166666666666666,18.316666666666666,16.666666666666668,10.733333333333333,18.333333333333332,0.9666666666666667,35.99700188,36.00266666666666,36.2385,36.4275,36.72110836666666,35.299499999999995,35.969119205999995,35.83233333333333,35.775166666666664,36.19783333333333,36.24883333333333,36.28883333333333,35.887166666666666,4,20,True,False,11.75,2.5,2.216666666666667,5.7,21.866666666666667,27.6,3.2,1.75,1.6333333333333333,4.55,21.316666666666666,10.766666666666667,27.483333333333334,36.705000000000005,36.655166666666666,35.969,36.51566666666667,37.348333333333336,37.269666666666666,36.471,36.085,35.975500000000004,36.50533333333333,37.149833333333326,36.207499999999996,36.443999999999996
93,9.783333333333333,43.93333333333333,1.45,27.097358863333334,10.15,22.6,2.966666666666667,12.4,1.0333333333333334,16.133333333333333,8.066666666666666,14.516666666666667,39.583333333333336,36.0255,36.980000000000004,35.38816666666666,36.58016666666666,36.14415695,36.0125,35.697,36.462333333333326,35.568333333333335,36.211666666666666,35.97633333333333,36.623000000000005,37.392833333333336,4,21,True,False,4.966666666666667,2.7,1.7666666666666666,8.283333333333333,1.9,6.1,5.4,14.966666666666667,30.466666666666665,1.55,0.48333333333333334,9.85,10.2,36.531666666666666,36.309666666666665,35.896,36.5115,36.81333333333334,36.533500000000004,36.467666666666666,36.67666666666666,36.6955,35.8755,38.11116666666667,36.347166666666666,36.6795
94,3.25,14.683333333333334,7.783333333333333,4.366666666666666,21.916666666666668,12.583333333333334,22.1,22.716666666666665,17.65,15.833333333333334,19.633333333333333,12.65,9.4,36.034666666666666,36.71516666666666,35.6445,35.79483333333334,36.17382898566667,35.87283333333333,36.44783333333333,36.439,35.8465,35.833333333333336,36.458,35.830000000000005,36.54866666666667,4,22,True,False,14.65,17.866666666666667,10.0,23.033333333333335,17.533333333333335,4.066666666666666,18.7,11.466666666666667,19.833333333333332,25.116666666666667,17.65,6.533333333333333,17.283333333333335,36.87433333333333,37.161500000000004,36.38433333333333,37.4075,37.24616666666667,36.57066666666666,37.19766666666667,36.524166666666666,37.03283333333333,36.75366666666666,37.38533333333333,35.958333333333336,36.85183333333334
95,14.233333333333333,6.183333333333334,11.483333333333333,37.916666666666664,31.283333333333335,12.133333333333333,4.05,6.8,8.9,9.3,15.633333333333333,18.2,44.38333333333333,36.26083333333334,36.2025,36.031666666666666,36.467999999999996,36.9765,35.858,35.588499999999996,36.20933333333333,35.63766666666667,36.225500000000004,36.37766666666666,36.689166666666665,37.47816666666667,4,23,True,False,11.666666666666666,19.483333333333334,5.033333333333333,10.266666666666667,13.25,11.783333333333333,3.966666666666667,18.866666666666667,46.18333333333333,6.05,7.65,7.766666666666667,9.116666666666667,37.27066666666666,37.630833333333335,36.080000000000005,36.790333333333336,37.36300000000001,37.154333333333334,36.75333333333333,36.74433333333333,37.299,36.332166666666666,37.80266666666667,36.32966666666667,36.897333333333336
96,15.533333333333333,25.210819415,6.416666666666667,40.833333333333336,40.166666666666664,42.45,19.066666666666666,28.0,33.983333333333334,32.65,33.61666666666667,31.866666666666667,26.166666666666668,36.52633333333333,36.838166666666666,36.47866666666666,36.586666666666666,36.974000000000004,36.832166666666666,36.54083333333333,37.23416666666667,36.43983333333333,37.022166666666664,36.793,36.9525,37.26316666666666,5,0,False,False,41.083333333333336,13.166666666666666,31.8,49.71778645366667,54.233333333333334,40.0,23.833333333333332,21.333333333333332,57.63333333333333,48.14164433333334,24.133333333333333,18.1,19.116666666666667,38.42616666666667,37.16135254,37.467666666666666,38.19616666666666,38.32899999999999,37.567,37.52616666666667,36.86633333333334,37.91583333333333,38.52066761866667,38.1333737375,36.909666666666666,37.284666666666666
